SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.182191348,42,0,0.228313518,9083.0,8,0,1,0,0.0
0,0.256476863,58,0,0.882512182,1846.0,12,0,2,0,0.0
0,0.005612919,79,0,0.020181448,5400.0,8,0,1,0,0.0
0,0.014349283,81,0,47.0,,6,0,0,0,0.0
0,0.01084991,36,0,0.120621163,2768.0,4,0,0,0,0.0
0,1.065797807,36,1,1.821146765,1900.0,8,0,1,0,2.0
0,0.333209153,38,0,0.231868714,11333.0,5,0,1,0,2.0
0,0.98980204,35,1,0.104808212,1850.0,5,0,0,0,0.0
0,0.441330202,69,0,0.299080368,2500.0,11,0,0,0,0.0
0,0.065956274,63,0,0.288135593,5250.0,7,0,1,0,1.0
0,0.758168501,52,0,0.639321075,2827.0,9,0,1,0,2.0
0,0.512893896,59,0,0.162610183,7600.0,7,0,0,0,0.0
0,0.0,52,0,0.109206597,7700.0,11,0,0,0,1.0
0,0.002035378,60,0,0.423208776,5833.0,7,0,1,0,0.0
0,0.9999999,55,0,0.0,,0,0,0,0,0.0
0,0.083959272,47,0,0.355955506,8000.0,12,0,1,0,1.0
0,0.976038961,50,2,0.412646838,4000.0,7,0,1,0,2.0
0,0.9999999,31,0,0.483914209,2983.0,5,0,1,0,2.0
0,0.92857568,64,2,0.320285714,10499.0,5,0,1,0,2.0
0,0.328938555,30,0,0.435134492,4200.0,10,0,0,0,2.0
0,0.318442358,48,0,0.261485826,8183.0,11,0,1,0,2.0
1,0.26056397,50,3,0.538659478,8160.0,13,0,1,2,0.0
0,0.005224869,47,0,2566.0,,4,0,1,0,0.0
0,0.091521022,63,0,0.633710407,4419.0,17,0,3,0,0.0
0,0.553160261,30,0,0.228144989,1875.0,3,0,0,0,0.0
0,0.0,56,0,1535.0,,8,0,0,0,0.0
0,0.130134298,62,1,0.216294382,16250.0,7,0,2,0,0.0
1,0.012259994,52,2,20948.0,,10,0,6,0,
0,0.035346911,67,0,0.249846814,13055.0,13,0,4,0,1.0
0,0.282927046,51,0,1457.0,,8,0,1,0,3.0
0,0.10179488,64,0,0.196139984,8600.0,8,0,2,0,0.0
0,0.119104494,53,0,0.514935633,8000.0,6,0,3,0,1.0
0,0.681655657,56,0,0.771450558,12994.0,9,0,6,0,1.0
0,0.0,36,0,0.768672442,4270.0,3,0,1,0,1.0
0,0.11372205,70,0,0.405572265,6316.0,17,0,2,0,0.0
0,0.13937236,45,0,0.264731245,3478.0,11,0,0,0,0.0
0,0.02355508,54,0,0.466629119,3550.0,8,0,2,0,0.0
0,0.550924914,46,0,0.626162272,7850.0,22,0,2,0,1.0
0,0.704441794,41,0,0.318522633,3600.0,5,0,1,0,1.0
0,0.785522261,56,1,0.303455534,5700.0,8,0,2,0,0.0
0,0.018648847,52,0,0.257092863,8000.0,5,0,2,0,0.0
0,0.374381281,44,1,0.34944176,6000.0,9,0,0,0,2.0
0,0.768105797,51,0,1515.0,,2,0,1,0,3.0
0,0.174539687,43,0,0.190277016,14583.0,4,0,2,0,2.0
0,0.002946357,68,0,0.281227695,1400.0,12,0,1,0,0.0
0,0.013048772,50,0,0.003823155,10200.0,9,0,0,0,0.0
0,0.006873405,47,1,0.19763683,8970.0,8,0,3,0,0.0
0,0.005332978,89,0,2.0,,1,0,0,0,0.0
0,0.119105818,74,0,100.0,,4,0,0,0,0.0
0,0.577335694,34,0,82.5,1.0,3,0,0,0,0.0
0,0.130096534,30,0,0.121077478,3600.0,9,0,0,0,0.0
0,0.36533217,61,1,3831.0,,8,0,1,0,0.0
0,0.37514053,27,0,0.448443302,3500.0,10,0,1,0,0.0
0,0.9999999,54,3,0.038341507,4485.0,5,0,0,1,1.0
0,0.006502377,33,0,0.00149925,2000.0,4,0,0,0,0.0
0,0.06604344,45,0,0.300152316,11160.0,4,0,1,0,2.0
0,0.108891109,47,0,803.0,,4,0,0,0,3.0
0,0.9999999,77,1,8207.0,,8,0,2,0,0.0
0,0.106946527,43,0,0.512578616,6041.0,6,0,2,0,1.0
0,0.126301337,61,0,0.855280313,2300.0,14,0,1,0,0.0
0,0.004052418,69,0,0.253356684,5138.0,5,0,2,0,1.0
0,0.035922156,63,0,0.005271278,7777.0,3,0,0,0,0.0
0,0.579050273,42,0,0.385247723,4500.0,11,0,0,0,1.0
0,0.639882535,34,0,2413.0,,6,0,2,0,
0,0.78904909,38,2,1.199571734,2334.0,9,0,1,0,0.0
0,0.318015336,38,0,0.446901517,3888.0,20,0,1,0,4.0
0,0.066546673,43,1,2.142857143,1000.0,8,0,1,0,2.0
0,0.05834391,68,0,0.312488638,5500.0,8,0,2,0,0.0
0,0.091996933,75,0,534.0,,2,0,0,0,0.0
0,0.081680751,46,0,0.210708578,7507.0,3,0,1,0,0.0
0,0.268307395,80,0,2261.0,,9,0,1,0,0.0
0,0.048518668,53,0,0.018415179,3583.0,5,0,0,0,2.0
0,0.004674883,79,0,546.0,,5,0,1,0,
0,0.169990811,40,0,0.500648028,5400.0,8,0,1,0,2.0
0,0.018955417,76,0,0.0029521,10500.0,13,0,0,0,0.0
0,0.146478653,74,0,0.159719356,4845.0,14,0,1,0,1.0
0,0.105368063,61,0,0.218321204,18000.0,11,0,1,0,2.0
0,0.008456873,81,0,0.305631244,6605.0,15,0,2,0,0.0
1,0.182434408,40,1,0.836034519,4750.0,21,0,1,0,1.0
0,0.03099938,61,0,531.0,,10,0,0,0,0.0
0,0.0,47,0,0.275205539,2310.0,3,0,1,0,0.0
0,0.0,79,0,0.375894134,2795.0,11,0,1,0,0.0
0,0.000327861,56,0,0.185227855,7811.0,4,0,1,0,0.0
0,0.107647528,45,0,67.0,,2,0,0,0,
0,0.937137355,52,0,2921.0,,8,0,1,0,3.0
0,0.300711795,48,0,0.720321932,4472.0,12,0,3,0,2.0
0,0.003507258,79,0,0.001547189,3877.0,5,0,0,0,0.0
0,0.572327695,38,0,0.117998011,9050.0,4,0,0,0,1.0
0,0.017455834,42,0,0.146694523,6700.0,14,0,1,0,0.0
0,0.24946299,55,0,0.320825718,9300.0,8,0,2,0,0.0
0,0.003458742,74,0,0.296425894,4000.0,8,0,1,0,0.0
0,0.038456456,39,0,0.145713572,4000.0,6,0,0,0,2.0
0,0.033793118,59,0,48.0,,3,0,0,0,0.0
0,0.500046728,41,0,1150.0,,5,0,0,0,0.0
0,0.402521919,48,0,0.472024611,5200.0,5,1,1,0,3.0
0,0.008303277,54,0,1607.0,,8,0,1,0,
0,0.871188135,39,2,0.777407531,3000.0,7,1,1,1,5.0
0,0.121926334,25,0,0.731210191,784.0,6,0,0,0,0.0
0,0.026435848,60,0,12.0,,2,0,0,0,
0,0.129881065,53,0,0.533497402,3656.0,6,0,2,0,0.0
1,0.907946591,63,2,0.431092437,3569.0,9,0,0,0,0.0
0,0.270792779,52,1,2116.0,,12,0,1,0,0.0
1,0.9999999,56,1,0.429568528,1575.0,1,0,1,0,0.0
0,0.057421137,64,0,700.0,,15,0,1,0,0.0
0,0.0,63,0,0.0,,10,0,0,0,0.0
0,0.103414543,71,0,0.446597353,6347.0,13,0,3,0,0.0
0,0.705053245,52,2,0.308990562,12501.0,6,0,1,0,2.0
0,0.062833078,58,0,0.290879041,9680.0,16,0,1,0,2.0
0,0.365953573,49,1,0.286734653,25200.0,21,0,4,0,3.0
0,0.035761785,77,0,0.484848485,1154.0,8,0,0,0,0.0
0,1.56261343,38,1,0.291541291,2990.0,5,4,0,0,0.0
0,0.65420306,58,0,0.452015575,8731.0,14,0,2,0,0.0
0,0.824373985,30,0,0.100438698,4330.0,4,0,0,0,0.0
0,0.023379178,55,0,0.072345848,10200.0,12,0,0,0,0.0
0,0.993623928,44,4,0.176440764,5916.0,9,0,0,0,1.0
0,0.957008598,60,0,0.376424715,6667.0,7,0,2,0,0.0
0,0.392461197,40,0,5.0,,2,0,0,0,0.0
0,0.215367578,53,0,0.079168333,2500.0,5,0,0,0,0.0
0,0.0,74,0,0.101632789,3000.0,9,0,0,0,0.0
0,0.005629213,79,0,2.0,,5,0,0,0,
0,0.076579066,69,0,0.061590146,7143.0,4,0,0,0,2.0
0,0.121192845,40,0,0.300870096,6550.0,9,0,2,0,3.0
0,0.014702092,60,0,3.22037037,1079.0,25,0,3,0,0.0
0,0.171332731,49,0,0.155684287,9666.0,2,0,1,0,2.0
0,0.0,59,0,3192.0,,9,0,2,0,0.0
0,0.105020649,46,0,3672.0,,12,0,1,0,1.0
0,0.019132058,58,0,0.268091489,8000.0,5,0,1,0,0.0
0,0.023709847,62,0,0.146241691,5866.0,8,0,0,0,0.0
0,0.874912509,46,0,0.302199741,8500.0,4,0,1,0,0.0
0,0.078465179,45,1,0.237230031,8750.0,9,0,2,0,3.0
0,0.9999999,40,0,0.193246826,21500.0,5,0,1,0,2.0
0,0.115663772,53,0,0.542645735,10000.0,10,0,4,0,1.0
0,0.9999999,56,0,0.088119042,4300.0,2,0,0,0,0.0
0,0.9999999,50,0,0.176126035,4950.0,3,0,1,0,0.0
1,0.810330066,72,2,0.676326046,5900.0,11,0,0,0,0.0
0,0.985704233,51,1,4622.0,,10,0,1,0,0.0
0,0.597560163,58,0,0.333757637,11783.0,13,0,4,0,2.0
0,0.00564573,83,0,0.140437544,1416.0,2,0,0,0,0.0
0,0.149516823,49,0,0.247725162,5384.0,13,0,0,0,0.0
0,0.027329689,35,0,0.001475289,4066.0,1,0,0,0,0.0
0,0.087833186,55,0,187.0,1.0,7,0,0,0,0.0
0,0.886900775,40,1,0.230283912,3803.0,4,0,0,1,0.0
0,0.241961073,54,0,0.24019025,9250.0,18,0,1,0,3.0
0,0.096984985,55,0,121.0,,8,0,0,0,0.0
0,0.0,28,0,0.08881853,6000.0,1,0,0,0,2.0
0,0.637055662,48,3,0.234844626,5888.0,6,0,0,0,2.0
0,0.638863578,55,1,0.291101271,7000.0,13,0,0,0,2.0
0,0.133787935,61,0,0.343428403,3400.0,12,0,1,0,3.0
0,0.058992071,55,0,0.280830671,12519.0,11,0,2,0,0.0
0,0.847958001,56,0,0.33244054,9333.0,9,0,2,0,0.0
0,0.271954674,50,0,1734.0,,7,0,1,0,0.0
0,0.121694988,59,0,0.272658854,9300.0,17,0,1,0,1.0
0,0.049344256,70,0,0.039467681,13149.0,5,0,0,0,0.0
0,0.94970205,51,0,353.0,,6,0,0,0,0.0
0,0.321589806,63,0,228.0,,2,0,0,0,0.0
0,0.040254589,76,0,2033.0,,8,0,1,0,0.0
0,0.059803828,51,0,436.0,,3,0,0,0,0.0
0,0.229592792,48,0,0.477468522,3017.0,4,0,1,0,3.0
0,0.966452206,35,0,0.437691002,2944.0,5,0,0,0,3.0
0,0.0,37,0,0.41834706,3520.0,7,0,1,0,2.0
0,0.41743918,54,0,0.219658514,6500.0,8,0,0,0,1.0
0,0.067686442,31,0,0.086602671,9583.0,10,0,0,0,0.0
0,0.098749016,48,0,1.008137642,4300.0,10,0,2,0,0.0
0,0.20129263,52,0,1.24017744,1577.0,11,0,1,0,2.0
0,0.026726487,73,0,0.01368061,3800.0,9,0,0,0,0.0
0,0.923279482,42,1,0.313056888,5835.0,11,0,1,1,3.0
0,0.076699867,55,0,1343.0,,7,0,0,1,0.0
0,0.064874917,65,0,0.281316706,8900.0,11,0,2,0,0.0
0,0.895652609,40,0,3579.0,,5,0,2,0,1.0
0,0.891566732,64,0,12169.0,,25,0,4,0,0.0
0,0.306513697,49,0,0.234576542,10000.0,19,0,2,1,1.0
0,0.013427612,46,0,0.173541193,9236.0,3,0,2,0,3.0
0,0.513976739,31,0,0.221700128,2340.0,3,0,0,0,0.0
0,0.0,57,0,2150.0,,9,0,1,0,0.0
0,0.012822989,42,0,0.010331611,6000.0,5,0,1,0,0.0
1,1.1745503,34,2,0.190904548,2000.0,3,1,0,0,0.0
0,0.069618448,67,0,0.082630579,30000.0,9,0,1,0,0.0
0,0.741762912,47,0,0.202843812,4500.0,2,0,0,0,0.0
0,0.0,67,0,3382.0,,5,0,2,0,
0,0.076633064,39,0,3190.0,,11,0,2,0,1.0
1,1.197732997,38,2,0.22242217,5556.0,4,1,0,0,0.0
0,0.386328003,53,0,0.580733111,3300.0,16,0,2,1,1.0
0,0.806519348,40,0,0.736427683,2412.0,5,2,1,0,3.0
0,0.97082658,51,0,1105.0,,9,0,1,0,
0,0.181662757,52,0,0.856483618,4333.0,11,0,3,0,0.0
0,0.026088482,50,0,0.261596578,18000.0,17,0,1,0,0.0
0,0.012541144,82,0,0.208164862,7666.0,9,0,2,0,0.0
0,0.105644718,48,0,63.0,,1,0,0,0,0.0
0,0.072698546,56,0,0.417962003,11000.0,22,0,2,0,1.0
0,0.151985622,54,0,0.310609817,4033.0,19,0,2,0,0.0
0,1.008849558,44,0,2577.0,,9,0,2,0,0.0
0,0.092345848,53,1,4144.0,,5,0,2,0,0.0
0,0.012259767,57,0,0.288859711,9900.0,14,0,1,0,0.0
0,0.040774074,43,0,0.287261819,18000.0,13,0,2,0,4.0
0,0.03095469,57,0,0.087453892,21416.0,15,0,1,0,3.0
0,0.0,61,0,0.099237611,7869.0,9,0,2,0,1.0
0,0.032430043,80,0,0.00777605,4500.0,5,0,0,0,0.0
0,0.003897745,83,0,0.003249391,2461.0,8,0,0,0,0.0
0,0.076654318,79,0,0.047892771,37750.0,11,0,2,0,0.0
0,0.030544066,81,0,0.008643042,2313.0,2,0,0,0,0.0
0,0.013485329,64,0,0.260692103,5634.0,7,0,1,0,0.0
0,0.043353648,81,0,0.290526708,5372.0,8,0,2,0,0.0
0,0.380769509,55,2,0.74845031,5000.0,9,0,2,0,0.0
0,0.9999999,80,1,6.0,,1,0,0,0,
0,88.0,57,0,90.0,,3,0,0,0,0.0
0,0.054809693,54,0,0.577531358,5500.0,22,0,2,0,0.0
0,0.48113025,52,0,0.326658053,9287.0,7,0,2,0,1.0
0,0.02609913,47,0,0.251319371,18000.0,9,0,1,0,3.0
0,0.197865396,67,0,0.165999384,3246.0,3,0,0,0,1.0
0,0.848136708,42,0,0.50090054,9993.0,8,0,2,0,1.0
0,0.102239775,64,0,0.306354843,8166.0,9,0,1,0,0.0
0,0.547636052,29,0,0.110984145,7000.0,3,0,0,0,0.0
0,0.080836033,72,0,0.8752499,2500.0,10,0,3,0,0.0
0,0.678147568,38,0,0.427524159,3000.0,4,0,0,0,0.0
0,0.0,85,0,0.0,3400.0,5,0,0,0,0.0
0,0.014163808,52,0,0.217463756,6000.0,9,0,1,0,1.0
0,0.329038938,66,0,0.275465567,8000.0,8,0,1,0,0.0
0,0.030285653,53,0,0.234811392,14500.0,13,0,2,0,5.0
0,0.088648092,50,0,165.0,,2,0,0,0,0.0
0,0.05942849,31,0,0.374653953,3250.0,9,0,1,0,1.0
0,0.860356866,30,1,2271.0,,11,0,1,0,0.0
0,0.221170345,41,0,2287.0,,6,0,1,0,0.0
0,0.11845251,63,0,0.314313582,4100.0,4,0,1,0,1.0
0,0.004470457,57,0,4.0,0.0,3,0,0,0,0.0
1,0.914228576,42,1,0.271226789,6300.0,9,0,2,0,0.0
1,0.93521735,45,5,0.548653106,5456.0,16,0,2,0,2.0
0,0.714906562,66,2,0.384708007,6643.0,5,1,3,0,1.0
0,0.079680293,60,0,1949.0,,3,0,1,0,0.0
0,0.293709299,45,0,0.298515608,9161.0,8,0,2,0,2.0
0,0.554406315,49,0,0.586602671,9583.0,13,1,2,0,1.0
0,0.0,34,0,0.069322967,6173.0,6,0,0,0,0.0
0,0.001101569,62,0,0.246393893,17816.0,15,0,3,0,0.0
0,1.672150411,60,4,43.0,,3,0,0,0,0.0
0,0.0,39,0,0.22647363,2900.0,5,0,0,0,2.0
0,0.9999999,50,0,0.006514165,6600.0,1,0,0,0,0.0
0,0.175569768,74,0,0.420584969,2700.0,7,0,1,0,0.0
0,0.0,48,0,0.100459969,15000.0,7,0,0,0,2.0
0,0.9999999,59,0,0.024430553,13916.0,1,0,1,0,2.0
0,0.218347707,50,0,0.368252699,2500.0,11,0,1,0,1.0
0,0.595224733,32,0,0.144967053,4400.0,4,0,0,0,0.0
0,0.9999999,58,1,0.379528838,6154.0,5,0,1,3,2.0
0,0.505166322,35,2,0.372428379,5200.0,7,3,1,0,3.0
0,0.004999762,82,0,0.27198489,18000.0,8,0,1,0,0.0
0,0.056483202,55,0,0.069961133,1800.0,6,0,0,0,0.0
0,0.913520191,29,0,0.371582855,2962.0,6,0,0,0,2.0
0,0.0,42,0,0.60331417,2956.0,8,0,1,0,0.0
1,0.13138827,51,4,0.068450039,5083.0,7,0,0,0,0.0
0,0.003594738,59,0,0.165233137,4417.0,10,0,0,1,0.0
0,0.05484433,51,0,1215.0,,6,0,1,0,0.0
0,0.023618654,71,0,0.367763905,880.0,10,0,0,0,0.0
0,0.001028388,73,1,0.292494334,7500.0,19,0,2,0,0.0
0,0.135866029,30,1,0.115372116,3076.0,9,0,0,0,0.0
0,0.251074183,36,0,0.306250714,8750.0,12,0,2,0,0.0
0,0.076828281,63,0,0.286880466,5144.0,11,0,1,0,0.0
0,0.064580642,66,0,0.022494888,4889.0,7,0,0,0,1.0
1,0.402345742,37,0,0.337622356,12667.0,16,0,2,0,3.0
0,0.419833214,30,0,0.468623935,4461.0,8,0,1,0,0.0
1,0.9999999,29,0,0.039675102,3200.0,1,3,0,0,1.0
0,0.089900971,35,0,0.650176678,3678.0,5,0,2,0,3.0
0,0.413411545,47,1,0.10775138,12500.0,7,0,1,0,3.0
0,0.002888809,37,0,2853.0,,11,0,1,0,1.0
0,0.217669357,46,0,0.2953957,8882.0,8,0,1,0,1.0
0,0.647362978,84,0,0.021595681,5000.0,2,2,0,1,0.0
0,0.964530587,49,3,0.479934559,10390.0,13,0,4,0,4.0
1,0.665635566,50,0,0.662638469,6950.0,12,0,2,0,1.0
0,0.9999999,40,0,0.095646212,2916.0,1,0,0,0,0.0
0,0.0,64,0,1689.0,,3,0,1,0,0.0
0,0.036921462,39,0,524.0,,12,0,0,0,0.0
0,0.9999999,54,0,0.466685488,7083.0,5,2,2,1,0.0
0,0.614044858,62,0,0.881623675,5000.0,15,0,3,0,0.0
1,0.636307407,54,1,0.515296941,5000.0,10,0,1,0,0.0
0,0.091881714,43,0,0.030561674,7263.0,9,0,0,0,0.0
0,0.0,59,0,0.375249944,4500.0,8,0,1,0,0.0
0,2242.0,69,0,837.0,,2,0,1,0,0.0
0,0.009902278,47,1,0.318984072,6968.0,11,0,1,0,0.0
0,0.012799147,53,0,0.002014504,2481.0,5,0,0,0,0.0
0,0.645095183,39,0,0.111115555,25000.0,6,0,0,0,2.0
0,0.031350645,48,1,0.202159568,5000.0,10,0,2,0,1.0
0,0.0,61,2,2.911307272,2378.0,10,0,3,0,0.0
0,0.0,78,0,218.0,,13,0,0,0,0.0
0,0.157116451,54,0,0.69062441,5300.0,7,0,1,0,2.0
0,0.248649932,55,0,0.078733471,8242.0,8,0,0,0,0.0
0,0.201010872,58,0,5285.0,,12,0,2,0,0.0
0,0.002127282,49,0,3.0,,9,0,0,0,0.0
0,0.617621037,61,1,0.393169513,4801.0,11,0,1,0,0.0
0,0.007392122,48,0,1538.0,,15,0,3,0,3.0
0,0.598998465,59,0,0.943203574,4700.0,12,0,2,0,1.0
0,0.932106789,54,0,0.393797791,4707.0,7,0,1,0,0.0
1,0.0,26,1,0.312080932,8500.0,7,0,2,0,0.0
0,0.924369748,32,1,0.073047187,3750.0,4,0,0,0,2.0
0,0.115446472,37,0,401.0,,2,0,0,0,0.0
1,0.510970258,36,1,0.110245103,9750.0,6,3,0,0,0.0
0,0.006259937,79,0,0.251499857,10500.0,11,0,1,0,0.0
