srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,click_bool,V1
9,245578,14,100,321,9735,219,47877,4,8,0,4.04,359,0,265.07,0,25479,1,237,2,0,1,0,239532,163349,0,yes,0.493
9,245578,14,100,321,9735,219,81854,2,6,0,4.11,1055,0,125.66,1,25479,1,237,2,0,1,0,239532,163379,0,yes,0.493
9,245578,14,100,321,9735,219,42414,3,9,0,4.14,1214,0,178.68,0,25479,1,237,2,0,1,0,239532,163383,0,yes,0.472
9,245578,14,100,321,9735,219,104475,3,1,0,2.4,90,0,90.32,0,25479,1,237,2,0,1,0,239532,163433,0,yes,0.411
9,245578,14,100,321,9735,219,31233,3,1,0,4.19,702,0,128.61,0,25479,1,237,2,0,1,0,239532,163371,0,yes,0.392
9,245578,14,100,321,9735,219,74516,2,1,0,2.71,9408,0,109.95,0,25479,1,237,2,0,1,0,239532,163489,0,yes,0.35
10,155716,5,219,321,9735,219,1066,4,7,0,3.47,3832,5.23,116,1,15534,1,9,1,0,1,1,239532,283278,0,yes,0.544
10,155716,5,219,321,9735,219,121571,2,6,0,1.1,326,4.88,92,0,15534,1,9,1,0,1,1,239532,299782,0,yes,0.436
10,155716,5,219,321,9735,219,78247,0,7,0,1.39,9408,4.74,55,0,15534,1,9,1,0,1,1,239532,251354,0,yes,0.36
13,106293,5,219,321,9735,229,120494,4,8,0,3.04,1774,5.15,154,1,12994,8,36,2,2,1,0,239532,219304,0,yes,0.559
13,106293,5,219,321,9735,229,34719,4,8,0,4.14,310,5.09,107,1,12994,8,36,2,2,1,0,239532,219350,0,yes,0.555
13,106293,5,219,321,9735,229,117672,5,9,0,3.04,1772,5.24,241,0,12994,8,36,2,2,1,0,239532,219305,0,yes,0.517
13,106293,5,219,321,9735,229,124679,3,9,0,0,47,4.49,60,0,12994,8,36,2,2,1,0,239532,219623,0,yes,0.504
13,106293,5,219,321,9735,229,39217,4,9,0,4.17,1883,5.04,148,0,12994,8,36,2,2,1,0,239532,219331,0,yes,0.48
13,106293,5,219,321,9735,229,33286,3,8,0,2.3,25,4.49,69,0,12994,8,36,2,2,1,0,239532,219353,0,yes,0.471
13,106293,5,219,321,9735,229,21100,4,8,0,4.2,1833,5.09,96,0,12994,8,36,2,2,1,0,239532,219325,0,yes,0.47
13,106293,5,219,321,9735,229,71075,3,10,0,4.09,1795,4.49,101,0,12994,8,36,2,2,1,0,239532,219333,0,yes,0.465
13,106293,5,219,321,9735,229,44985,3,9,0,4.14,644,4.49,85,0,12994,8,36,2,2,1,0,239532,219342,0,yes,0.459
13,106293,5,219,321,9735,229,90815,3,8,0,3.22,962,3.93,95,0,12994,8,36,2,2,1,0,239532,219364,0,yes,0.457
13,106293,5,219,321,9735,229,126406,3,9,0,4.19,1503,4.57,80,0,12994,8,36,2,2,1,0,239532,219335,0,yes,0.452
13,106293,5,219,321,9735,229,11487,4,1,0,0,9408,0,425,0,12994,8,36,2,2,1,0,239532,219284,0,yes,0.426
13,106293,5,219,321,9735,229,94220,3,1,0,0,9408,0,85,0,12994,8,36,2,2,1,0,239532,217818,0,yes,0.398
13,106293,5,219,321,9735,229,13797,3,1,0,0,9408,4.41,156,0,12994,8,36,2,2,1,0,239532,218871,0,yes,0.391
13,106293,5,219,321,9735,229,59561,2,8,0,4.23,9408,5.03,69,0,12994,8,36,2,2,1,0,239532,219329,0,yes,0.388
13,106293,5,219,321,9735,229,137501,0,9,0,3,502,5.03,375,0,12994,8,36,2,2,1,0,239532,219362,0,yes,0.387
13,106293,5,219,321,9735,229,63146,3,1,0,3.4,591,4.49,92,0,12994,8,36,2,2,1,0,239532,219356,0,yes,0.385
13,106293,5,219,321,9735,229,37850,3,1,0,1.1,9408,3.43,45,0,12994,8,36,2,2,1,0,239532,219258,0,yes,0.381
13,106293,5,219,321,9735,229,113992,3,1,0,4.13,384,4.49,172,0,12994,8,36,2,2,1,0,239532,219323,0,yes,0.376
13,106293,5,219,321,9735,229,140747,3,1,0,3.22,9408,0,92,0,12994,8,36,2,2,1,0,239532,219365,0,yes,0.362
13,106293,5,219,321,9735,229,86598,3,1,0,4.09,9408,4.49,101,0,12994,8,36,2,2,1,0,239532,219334,0,yes,0.346
14,223516,5,219,321,9735,219,32027,3,1,0,0,9408,4.63,84,0,6342,1,1,2,0,1,1,239532,325676,0,yes,0.405
14,223516,5,219,321,9735,219,21349,0,7,0,2.08,9408,3.74,39,0,6342,1,1,2,0,1,1,239532,307911,0,yes,0.367
14,223516,5,219,321,9735,219,43752,0,1,0,0,9408,4.76,37,0,6342,1,1,2,0,1,1,239532,332904,0,yes,0.329
14,223516,5,219,321,9735,219,119651,0,1,0,0,9408,4.51,44,0,6342,1,1,2,0,1,1,239532,319335,0,yes,0.327
16,134007,31,219,321,9735,219,108507,0,9,0,0,9408,4.82,512,0,23047,1,53,2,1,1,0,239532,83923,0,yes,0.423
16,134007,31,219,321,9735,219,128496,0,8,0,2.89,1305,4.81,110,0,23047,1,53,2,1,1,0,239532,85012,0,yes,0.411
16,134007,31,219,321,9735,219,80964,0,7,0,3.04,544,4.42,84,0,23047,1,53,2,1,1,0,239532,84967,0,yes,0.405
16,134007,31,219,321,9735,219,12481,2,1,0,2.94,9408,4.55,80,0,23047,1,53,2,1,1,0,239532,85005,0,yes,0.369
18,183777,5,219,321,9735,219,122749,4,9,0,3.09,511,4.93,89,1,18547,7,7,2,4,1,0,239532,35668,0,yes,0.581
18,183777,5,219,321,9735,219,6656,3,10,0,3.37,42,5.25,88,1,18547,7,7,2,4,1,0,239532,35612,0,yes,0.566
18,183777,5,219,321,9735,219,35158,3,9,0,2.77,620,4.97,127,1,18547,7,7,2,4,1,0,239532,35295,0,yes,0.56
18,183777,5,219,321,9735,219,67308,3,9,0,3.04,489,4.78,113,1,18547,7,7,2,4,1,0,239532,35220,0,yes,0.557
18,183777,5,219,321,9735,219,76770,3,9,0,3.83,937,5.02,104,1,18547,7,7,2,4,1,0,239532,35479,0,yes,0.546
18,183777,5,219,321,9735,219,139976,3,8,0,3.04,245,4.71,71,1,18547,7,7,2,4,1,0,239532,35310,0,yes,0.545
18,183777,5,219,321,9735,219,121362,3,8,0,3.37,34,4.78,137,1,18547,7,7,2,4,1,0,239532,35597,0,yes,0.543
18,183777,5,219,321,9735,219,123051,3,8,0,3.22,550,4.73,74,1,18547,7,7,2,4,1,0,239532,35148,0,yes,0.543
18,183777,5,219,321,9735,219,52135,3,8,0,3.85,21,4.84,99,1,18547,7,7,2,4,1,0,239532,35172,0,yes,0.54
18,183777,5,219,321,9735,219,75125,3,7,0,3.14,857,4.41,76,1,18547,7,7,2,4,1,0,239532,35181,0,yes,0.534
18,183777,5,219,321,9735,219,119207,3,7,0,3.04,605,4.76,61,1,18547,7,7,2,4,1,0,239532,35198,0,yes,0.534
18,183777,5,219,321,9735,219,127297,3,8,0,4.01,515,4.85,65,1,18547,7,7,2,4,1,0,239532,35140,0,yes,0.534
18,183777,5,219,321,9735,219,113106,3,8,0,4.16,525,5.11,158,1,18547,7,7,2,4,1,0,239532,34916,0,yes,0.532
18,183777,5,219,321,9735,219,120824,3,8,0,4.06,538,5.55,118,1,18547,7,7,2,4,1,0,239532,34911,0,yes,0.532
18,183777,5,219,321,9735,219,86606,3,7,0,4.03,550,4.79,79,1,18547,7,7,2,4,1,0,239532,35134,0,yes,0.524
18,183777,5,219,321,9735,219,35114,3,9,0,3.4,9408,4.78,148,1,18547,7,7,2,4,1,0,239532,35593,0,yes,0.521
18,183777,5,219,321,9735,219,111775,3,9,0,3.33,115,5.07,93,0,18547,7,7,2,4,1,0,239532,35142,0,yes,0.474
18,183777,5,219,321,9735,219,11521,3,8,0,3.95,473,4.78,113,0,18547,7,7,2,4,1,0,239532,35145,0,yes,0.459
19,224348,5,85,321,9735,219,64249,4,9,0,4.09,230,5.79,362,1,5143,3,25,2,2,1,0,239532,596840,0,yes,0.58
19,224348,5,85,321,9735,219,105538,4,8,0,5.33,720,5.89,335,1,5143,3,25,2,2,1,0,239532,596840,0,yes,0.553
19,224348,5,85,321,9735,219,73173,4,8,0,5.54,779,5.79,344,1,5143,3,25,2,2,1,0,239532,596840,0,yes,0.552
19,224348,5,85,321,9735,219,30593,4,9,0,3.87,294,5.92,335,0,5143,3,25,2,2,1,0,239532,596840,0,yes,0.505
19,224348,5,85,321,9735,219,47744,4,9,0,5.7,1267,6.21,370,0,5143,3,25,2,2,1,0,239532,596840,0,yes,0.48
19,224348,5,85,321,9735,219,62160,4,9,0,5.85,1266,6.11,352,0,5143,3,25,2,2,1,0,239532,596840,0,yes,0.478
19,224348,5,85,321,9735,219,34214,4,8,0,5.78,1131,5.71,338,0,5143,3,25,2,2,1,0,239532,596840,0,yes,0.47
19,224348,5,85,321,9735,219,41278,4,8,0,5.81,2037,5.73,366,0,5143,3,25,2,2,1,0,239532,596840,0,yes,0.466
19,224348,5,85,321,9735,219,79740,4,8,0,5.9,1592,5.83,324,0,5143,3,25,2,2,1,0,239532,596840,0,yes,0.465
20,244167,5,219,321,9735,219,110738,3,7,0,4.29,9408,0,191,1,13013,2,15,3,0,1,0,239532,172249,0,yes,0.513
20,244167,5,219,321,9735,219,47786,5,9,0,4.5,9408,0,329,0,13013,2,15,3,0,1,0,239532,172178,0,yes,0.509
20,244167,5,219,321,9735,219,138450,3,8,0,4.34,9408,0,219,0,13013,2,15,3,0,1,0,239532,172171,0,yes,0.443
23,114362,14,100,321,9735,100,33934,4,8,0,3.14,790,5.47,115.47,1,18139,1,1,3,1,1,1,239532,102859,0,yes,0.586
23,114362,14,100,321,9735,100,8001,4,8,0,0,155,5.04,134.87,0,18139,1,1,3,1,1,1,239532,106048,0,yes,0.547
23,114362,14,100,321,9735,100,97726,4,8,0,1.61,316,5.18,115.47,0,18139,1,1,3,1,1,1,239532,108157,0,yes,0.525
23,114362,14,100,321,9735,100,598,3,8,0,0,290,4.91,111.59,0,18139,1,1,3,1,1,1,239532,107115,0,yes,0.52
23,114362,14,100,321,9735,100,126977,3,9,0,1.1,214,5.19,168.83,0,18139,1,1,3,1,1,1,239532,94178,0,yes,0.513
23,114362,14,100,321,9735,100,43213,3,8,0,2.89,316,5.28,152.34,0,18139,1,1,3,1,1,1,239532,99582,0,yes,0.485
23,114362,14,100,321,9735,100,111635,3,9,0,2.71,9408,5.11,106.73,0,18139,1,1,3,1,1,1,239532,98580,0,yes,0.462
23,114362,14,100,321,9735,100,136248,2,7,0,3.09,305,5.33,154.28,0,18139,1,1,3,1,1,1,239532,101818,0,yes,0.442
24,224543,5,219,321,9735,219,46204,4,9,0,1.79,140,5.68,279,0,3045,1,1,2,0,1,0,239532,46773,0,yes,0.526
24,224543,5,219,321,9735,219,81102,2,8,0,2.83,1671,5.09,139,1,3045,1,1,2,0,1,0,239532,46925,0,yes,0.523
24,224543,5,219,321,9735,219,15464,2,6,0,2.2,977,4.36,68,1,3045,1,1,2,0,1,0,239532,47151,0,yes,0.516
24,224543,5,219,321,9735,219,113173,2,4,0,2.4,9408,4.25,62,0,3045,1,1,2,0,1,0,239532,46914,0,yes,0.381
24,224543,5,219,321,9735,219,7288,0,4,0,0.69,9408,4.74,44,0,3045,1,1,2,0,1,0,239532,46813,0,yes,0.35
24,224543,5,219,321,9735,219,118852,0,1,0,2.94,9408,4.74,99,0,3045,1,1,2,0,1,0,239532,46996,0,yes,0.297
27,108626,5,219,321,9735,219,115943,2,6,0,2.83,694,4.16,48,1,44,2,1,1,0,1,0,239532,130558,0,yes,0.492
27,108626,5,219,321,9735,219,46415,2,5,0,2.83,1820,4.21,48,1,44,2,1,1,0,1,0,239532,130547,0,yes,0.479
27,108626,5,219,321,9735,219,92995,2,7,0,1.1,153,4.54,44,0,44,2,1,1,0,1,0,239532,130567,0,yes,0.444
32,59486,5,219,321,9735,18,45270,5,8,0,0.69,84,6.21,250,1,6695,9,70,2,0,1,0,239532,106528,0,yes,0.596
32,59486,5,219,321,9735,18,121114,4,9,0,2.2,1746,6.12,370,1,6695,9,70,2,0,1,0,239532,104555,0,yes,0.554
32,59486,5,219,321,9735,18,101759,4,9,0,3.09,594,5.98,272,1,6695,9,70,2,0,1,0,239532,104622,0,yes,0.55
32,59486,5,219,321,9735,18,116919,4,9,0,3.04,600,6.08,330,1,6695,9,70,2,0,1,0,239532,104632,0,yes,0.549
32,59486,5,219,321,9735,18,119175,4,9,0,3.09,593,6.03,314,1,6695,9,70,2,0,1,0,239532,104621,0,yes,0.549
32,59486,5,219,321,9735,18,73696,4,8,0,2.4,1527,6.08,339,1,6695,9,70,2,0,1,0,239532,104575,0,yes,0.544
32,59486,5,219,321,9735,18,54409,4,8,0,3.09,485,5.91,252,1,6695,9,70,2,0,1,0,239532,104633,0,yes,0.542
32,59486,5,219,321,9735,18,124267,4,8,0,0.69,9403,5.63,234,1,6695,9,70,2,0,1,0,239532,104694,0,yes,0.534
32,59486,5,219,321,9735,18,44626,4,6,0,3,38,5.28,90,1,6695,9,70,2,0,1,0,239532,104934,0,yes,0.525
37,6239,5,212,321,9735,219,3797,3,4,0,1.61,9408,4.76,132,1,2011,3,21,2,2,1,0,239532,596840,0,yes,0.482
37,6239,5,212,321,9735,219,103473,2,3,0,0,34,4.55,73,0,2011,3,21,2,2,1,0,239532,596840,0,yes,0.415
38,221889,5,219,321,9735,219,19823,4,8,0,2.48,110,5.76,116,1,4138,1,116,2,0,1,0,239532,596840,0,yes,0.577
38,221889,5,219,321,9735,219,120763,4,7,0,2.3,63,5.86,156,1,4138,1,116,2,0,1,0,239532,596840,0,yes,0.565
38,221889,5,219,321,9735,219,135407,4,9,0,4.36,1250,6,128,1,4138,1,116,2,0,1,0,239532,596840,0,yes,0.558
38,221889,5,219,321,9735,219,118749,4,8,0,3.87,1690,5.34,87,1,4138,1,116,2,0,1,0,239532,596840,0,yes,0.554
38,221889,5,219,321,9735,219,104546,4,7,0,4.37,1244,5.43,109,1,4138,1,116,2,0,1,0,239532,596840,0,yes,0.54
38,221889,5,219,321,9735,219,49316,3,7,0,3.18,970,5,87,1,4138,1,116,2,0,1,0,239532,596840,0,yes,0.529
38,221889,5,219,321,9735,219,98783,5,9,0,3.37,389,6.21,348,0,4138,1,116,2,0,1,0,239532,596840,0,yes,0.521
38,221889,5,219,321,9735,219,79395,3,6,0,3.09,532,5.22,104,1,4138,1,116,2,0,1,0,239532,596840,0,yes,0.52
38,221889,5,219,321,9735,219,119146,5,9,0,3.18,936,6.21,318,0,4138,1,116,2,0,1,0,239532,596840,0,yes,0.52
38,221889,5,219,321,9735,219,117509,3,6,0,3.14,990,5.4,119,1,4138,1,116,2,0,1,0,239532,596840,0,yes,0.516
38,221889,5,219,321,9735,219,107404,5,9,0,3.66,2196,6.21,319,0,4138,1,116,2,0,1,0,239532,596840,0,yes,0.511
38,221889,5,219,321,9735,219,102740,3,6,0,4.49,675,5.16,101,1,4138,1,116,2,0,1,0,239532,596840,0,yes,0.503
38,221889,5,219,321,9735,219,17592,4,8,0,2.71,116,5.76,215,0,4138,1,116,2,0,1,0,239532,596840,0,yes,0.495
38,221889,5,219,321,9735,219,26006,4,9,0,3.47,1940,5.96,165,0,4138,1,116,2,0,1,0,239532,596840,0,yes,0.49
38,221889,5,219,321,9735,219,20850,4,7,0,2.83,803,5.97,199,0,4138,1,116,2,0,1,0,239532,596840,0,yes,0.481
38,221889,5,219,321,9735,219,114364,3,8,0,3.22,392,5.27,79,0,4138,1,116,2,0,1,0,239532,596840,0,yes,0.459
38,221889,5,219,321,9735,219,59058,3,8,0,3.81,2070,5.36,85,0,4138,1,116,2,0,1,0,239532,596840,0,yes,0.448
38,221889,5,219,321,9735,219,125993,3,5,0,2.71,281,5.15,233,0,4138,1,116,2,0,1,0,239532,596840,0,yes,0.434
41,191172,5,219,321,9735,164,78058,4,9,0,0,139,4.4,51,1,17232,1,8,2,0,1,0,239532,553964,0,yes,0.623
41,191172,5,219,321,9735,164,59472,5,9,0,2.64,7,5.56,216,1,17232,1,8,2,0,1,0,239532,553548,0,yes,0.619
41,191172,5,219,321,9735,164,39226,5,7,0,2.3,563,4.97,103,1,17232,1,8,2,0,1,0,239532,553883,0,yes,0.603
41,191172,5,219,321,9735,164,24,4,7,0,0.69,178,4.68,82,1,17232,1,8,2,0,1,0,239532,553841,0,yes,0.597
41,191172,5,219,321,9735,164,109634,4,9,0,2.3,669,5.12,134,1,17232,1,8,2,0,1,0,239532,553863,0,yes,0.594
41,191172,5,219,321,9735,164,25494,4,8,0,2.94,334,4.71,55,1,17232,1,8,2,0,1,0,239532,553894,0,yes,0.582
41,191172,5,219,321,9735,164,69205,4,8,0,2.64,818,4.98,103,1,17232,1,8,2,0,1,0,239532,553874,0,yes,0.581
41,191172,5,219,321,9735,164,102899,4,8,0,0,9408,4.38,152,1,17232,1,8,2,0,1,0,239532,553447,0,yes,0.579
41,191172,5,219,321,9735,164,125830,4,8,0,3.04,316,4.61,55,1,17232,1,8,2,0,1,0,239532,553898,0,yes,0.578
41,191172,5,219,321,9735,164,58090,4,9,0,3.95,1275,4.64,53,1,17232,1,8,2,0,1,0,239532,553941,0,yes,0.577
41,191172,5,219,321,9735,164,3614,4,7,0,2.64,816,4.52,52,1,17232,1,8,2,0,1,0,239532,553875,0,yes,0.574
41,191172,5,219,321,9735,164,1317,5,10,0,0.69,189,6.21,550,0,17232,1,8,2,0,1,0,239532,553833,0,yes,0.573
41,191172,5,219,321,9735,164,43647,5,9,0,0,36,5.67,287,0,17232,1,8,2,0,1,0,239532,553766,0,yes,0.571
41,191172,5,219,321,9735,164,137676,4,8,0,3.53,928,4.71,41,1,17232,1,8,2,0,1,0,239532,553925,0,yes,0.57
41,191172,5,219,321,9735,164,135484,4,8,0,3.95,971,4.2,44,1,17232,1,8,2,0,1,0,239532,553935,0,yes,0.566
41,191172,5,219,321,9735,164,54787,3,9,0,3.74,853,4.18,40,1,17232,1,8,2,0,1,0,239532,553928,0,yes,0.555
41,191172,5,219,321,9735,164,65528,5,9,0,1.39,17,5.7,245,0,17232,1,8,2,0,1,0,239532,553568,0,yes,0.555
41,191172,5,219,321,9735,164,134026,5,9,0,1.61,1184,5.04,125,0,17232,1,8,2,0,1,0,239532,553891,0,yes,0.548
41,191172,5,219,321,9735,164,3031,3,11,0,3.71,9408,4.18,23,1,17232,1,8,2,0,1,0,239532,553931,0,yes,0.547
41,191172,5,219,321,9735,164,34818,3,8,0,3.76,1085,4.5,52,1,17232,1,8,2,0,1,0,239532,553956,0,yes,0.543
41,191172,5,219,321,9735,164,96884,5,9,0,2.56,462,5.28,162,0,17232,1,8,2,0,1,0,239532,553867,0,yes,0.541
41,191172,5,219,321,9735,164,82370,4,7,0,3.14,9408,4.63,74,1,17232,1,8,2,0,1,0,239532,553528,0,yes,0.535
41,191172,5,219,321,9735,164,32191,4,9,0,3.04,9408,4.38,94,0,17232,1,8,2,0,1,0,239532,553532,0,yes,0.48
41,191172,5,219,321,9735,164,31019,4,1,0,3.66,9408,4.16,46,1,17232,1,8,2,0,1,0,239532,553964,0,yes,0.469
41,191172,5,219,321,9735,164,41175,4,1,0,3.64,9408,4.69,104,1,17232,1,8,2,0,1,0,239532,553965,0,yes,0.467
41,191172,5,219,321,9735,164,42647,4,1,0,3.71,9408,4.26,52,1,17232,1,8,2,0,1,0,239532,553960,0,yes,0.467
41,191172,5,219,321,9735,164,42579,4,1,0,3.09,9408,4.54,73,0,17232,1,8,2,0,1,0,239532,553905,0,yes,0.396
48,198412,14,100,321,9735,100,22304,4,10,0,3.69,4720,5.85,236.63,0,20799,1,0,2,0,1,1,239532,221808,0,yes,0.507
48,198412,14,100,321,9735,100,78976,4,10,0,3.66,4849,5.79,232.67,0,20799,1,0,2,0,1,1,239532,221813,0,yes,0.505
48,198412,14,100,321,9735,100,110504,4,10,0,3.69,4969,5.65,194.06,0,20799,1,0,2,0,1,1,239532,221810,0,yes,0.503
48,198412,14,100,321,9735,100,3273,4,9,0,3.66,4704,5.3,152.48,0,20799,1,0,2,0,1,1,239532,221814,0,yes,0.499
48,198412,14,100,321,9735,100,17319,4,9,0,3.69,4983,5.55,178.22,0,20799,1,0,2,0,1,1,239532,221810,0,yes,0.496
48,198412,14,100,321,9735,100,123473,4,9,0,3.99,4264,5.23,143.56,0,20799,1,0,2,0,1,1,239532,222079,0,yes,0.493
48,198412,14,100,321,9735,100,13347,2,7,0,3.97,6819,4.97,117.82,1,20799,1,0,2,0,1,1,239532,222062,0,yes,0.492
48,198412,14,100,321,9735,100,122427,4,9,0,3.69,5237,5.19,216.83,0,20799,1,0,2,0,1,1,239532,221811,0,yes,0.492
48,198412,14,100,321,9735,100,133212,4,8,0,4.01,1801,5.41,157.43,0,20799,1,0,2,0,1,1,239532,222079,0,yes,0.49
48,198412,14,100,321,9735,100,44372,4,9,0,3.97,6322,5.49,153.47,0,20799,1,0,2,0,1,1,239532,222065,0,yes,0.487
48,198412,14,100,321,9735,100,133841,3,10,0,3.99,5748,5.09,137.62,0,20799,1,0,2,0,1,1,239532,222067,0,yes,0.47
48,198412,14,100,321,9735,100,108584,3,10,0,3.91,9408,4.95,127.72,0,20799,1,0,2,0,1,1,239532,222127,0,yes,0.459
48,198412,14,100,321,9735,100,133878,3,9,0,3.95,5965,5.16,143.56,0,20799,1,0,2,0,1,1,239532,221821,0,yes,0.459
48,198412,14,100,321,9735,100,880,3,9,0,3.37,9408,5.05,128.71,0,20799,1,0,2,0,1,1,239532,222123,0,yes,0.458
48,198412,14,100,321,9735,100,84766,3,9,0,3.93,7168,5.2,147.52,0,20799,1,0,2,0,1,1,239532,221826,0,yes,0.457
48,198412,14,100,321,9735,100,11496,3,8,0,3.91,5315,5.11,137.62,0,20799,1,0,2,0,1,1,239532,222061,0,yes,0.456
48,198412,14,100,321,9735,100,69822,3,9,0,3.97,7349,5.35,147.52,0,20799,1,0,2,0,1,1,239532,221832,0,yes,0.456
48,198412,14,100,321,9735,100,42406,3,9,0,3.76,9408,5.11,137.62,0,20799,1,0,2,0,1,1,239532,222124,0,yes,0.452
48,198412,14,100,321,9735,100,6962,3,8,0,3.99,6492,5.11,127.72,0,20799,1,0,2,0,1,1,239532,222060,0,yes,0.451
48,198412,14,100,321,9735,100,113481,3,8,0,3.97,6571,4.99,94.06,0,20799,1,0,2,0,1,1,239532,222054,0,yes,0.448
48,198412,14,100,321,9735,100,33682,3,8,0,4.01,9408,5.15,117.82,0,20799,1,0,2,0,1,1,239532,222088,0,yes,0.439
