srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,Cluster,click_bool
567,81208,5,219,326,12836,202,28689,4,9,1,1.1,234,5.13,8,218,1,16132,2,166,2,0,1,0,263578,631783,0,cluster2,yes
575,28263,5,219,326,12836,219,138452,4,9,1,4.74,200,5.77,20,169,0,26928,2,1,2,0,1,1,305668,361789,0,cluster2,no
612,28657,15,219,326,12836,181,75330,4,8,1,4.08,258,5.69,2,151.42,1,12907,3,63,2,0,1,1,305668,378549,0,cluster2,yes
629,225816,5,219,326,12836,219,77371,4,7,1,2.4,9541,5.22,10,180,0,24229,1,27,2,0,1,1,305668,58609,0,cluster2,no
642,129506,24,129,326,12836,129,133579,4,8,1,1.61,1397,4.89,2,81.15,1,2343,1,115,1,0,1,1,305668,126862,0,cluster2,yes
652,56995,5,219,326,12836,219,117952,4,8,1,2.08,1934,5.17,2,95,0,607,3,11,2,2,1,0,305668,309673,0,cluster2,no
680,266644,24,216,326,12836,219,89951,4,8,1,4.73,3127,5.43,10,158.6,0,17759,1,17,1,0,1,1,305668,685151,0,cluster2,no
690,212455,15,55,326,12836,55,33759,4,7,1,4.49,3121,5.08,3,271.09,0,7934,1,14,2,1,1,1,305668,685151,0,cluster2,no
744,55422,5,219,326,12836,219,93591,3,9,1,2.2,799,4.84,9,89,0,18000,1,10,2,1,1,0,305668,184731,0,cluster2,no
750,109297,14,100,326,12836,100,20022,4,9,1,4.17,681,5.21,19,135.97,1,3670,2,31,2,0,1,1,305668,141958,0,cluster2,no
769,8785,5,219,326,12836,219,30435,4,9,1,4.23,798,5.71,1,144,1,570,1,15,2,2,1,1,305668,148633,0,cluster2,yes
796,73705,5,219,326,12836,219,114609,2,8,1,2.94,374,4.02,28,56,0,1775,1,1,2,0,1,0,305668,121430,0,cluster2,no
796,73705,5,219,326,12836,219,114609,2,8,1,2.94,374,4.02,28,56,0,1775,1,1,2,0,1,0,305668,121430,0,cluster2,no
796,73705,5,219,326,12836,219,67117,2,7,1,2.94,795,4.02,14,50,0,1775,1,1,2,0,1,0,305668,126932,0,cluster2,no
796,73705,5,219,326,12836,219,67117,2,7,1,2.94,795,4.02,14,50,0,1775,1,1,2,0,1,0,305668,126932,0,cluster2,no
897,140725,5,219,326,12836,219,111838,4,9,1,3.64,643,5.73,32,209,0,9402,3,4,2,0,1,1,305668,262016,0,cluster2,no
949,50527,14,100,326,12836,219,103235,2,7,1,1.39,1,4.62,3,64.89,0,1137,2,3,1,0,1,1,305668,305728,0,cluster2,yes
964,311932,5,219,326,12836,219,61395,4,9,1,0,9541,5.44,25,190,0,10257,2,29,2,2,1,0,305668,126890,0,cluster2,no
998,102091,5,219,326,12836,219,8374,5,9,1,4.26,977,6.21,1,359,0,13870,1,7,1,2,1,1,305668,621471,0,cluster2,no
1016,298256,15,55,326,12836,55,135061,3,7,1,4.22,1028,4.7,19,133.62,0,11927,1,6,2,0,1,1,305668,685151,0,cluster2,yes
1040,238181,5,219,326,12836,219,42519,2,7,1,4.01,1553,5.26,18,129,0,8841,1,12,1,0,1,1,305668,611573,0,cluster2,no
1093,222608,14,100,326,12836,225,106652,4,9,1,0.69,1097,4.93,1,93.49,0,21974,1,94,1,1,1,0,305668,573993,0,cluster2,yes
1098,361927,24,216,326,12836,219,19043,2,5,1,1.39,9535,0,14,69.78,0,13870,3,9,2,0,2,0,305668,685151,0,cluster2,yes
1110,72275,24,216,326,12836,100,132210,4,8,1,4.45,2422,5.28,9,144.28,0,21871,2,36,1,0,1,1,305668,685151,0,cluster2,yes
1133,53345,5,219,326,12836,219,80579,4,9,1,4.28,1645,5.19,12,169,0,13870,1,10,5,4,2,1,305668,265866,0,cluster2,no
1148,4190,5,219,247,9920,219,138600,4,9,1,5.87,1700,6.01,1,169,0,4562,1,0,2,0,1,0,267134,403460,0,cluster2,yes
1168,47489,32,59,326,12836,219,41854,4,8,1,2.08,9541,5.3,29,129,0,13945,1,0,1,0,1,1,305668,685151,0,cluster2,no
1228,139621,5,219,326,12836,219,41939,3,9,1,0,119,4.84,6,97,0,485,2,72,2,0,1,0,305668,96922,0,cluster2,no
1271,319826,5,219,326,12836,219,15390,5,9,1,5.18,3725,5.85,12,269,1,17012,3,1,2,0,1,1,305668,261122,0,cluster2,yes
1296,311817,5,219,326,12836,219,131892,4,8,1,4.25,2466,4.98,19,57,0,8192,5,42,2,2,1,0,305668,279213,0,cluster2,no
1318,229480,15,55,326,12836,55,21908,3,8,1,3.5,834,4.51,2,74.01,0,23052,1,7,1,0,1,0,305668,685151,0,cluster2,yes
1348,62189,6,202,153,3574,202,15126,4,1,1,4.14,9541,4.5,4,63.98,0,22784,2,17,1,1,2,1,305668,685151,0,cluster2,yes
1385,39255,22,92,326,12836,129,82613,4,8,1,1.1,429,5.18,1,157.86,0,12451,2,3,4,0,2,0,305668,685151,0,cluster2,yes
1424,26800,5,219,326,12836,219,16681,3,9,1,2.64,1406,5.06,9,95,1,4828,2,3,2,2,1,1,305668,229965,0,cluster2,no
1434,91577,5,219,326,12836,219,125124,3,9,1,1.61,2211,4.72,3,89,0,9620,1,34,2,0,1,0,305668,81707,0,cluster2,yes
1436,132055,5,219,326,12836,219,35225,3,9,1,3.09,9541,4.51,24,44,0,10343,2,27,1,0,1,0,305668,258405,0,cluster2,yes
1474,331082,5,219,326,12836,55,78495,4,1,1,0,9541,5.07,14,189,0,9037,1,51,2,2,1,1,305668,304213,0,cluster2,no
1474,331082,5,219,326,12836,55,78495,4,1,1,0,9541,5.07,14,189,0,9037,1,51,2,2,1,1,305668,304213,0,cluster2,no
1486,131360,15,55,326,12836,31,82191,3,6,1,1.39,9541,4.42,30,68.9,0,17785,1,11,1,0,1,1,305668,685151,0,cluster2,no
1501,372593,14,100,326,12836,99,4117,4,8,1,3.09,1520,0,1,96.37,0,18465,1,36,2,0,1,1,305668,342171,0,cluster2,yes
1545,300674,18,129,227,7499,32,94546,4,9,1,3.95,4125,5.61,22,469.7,0,6311,1,18,2,0,1,1,305668,66337,0,cluster2,no
1564,199381,15,55,326,12836,55,14018,4,7,1,2.08,645,4.62,2,63.47,0,14469,2,77,2,0,1,1,305668,685151,0,cluster2,yes
1582,302245,5,219,326,12836,219,72316,3,7,1,2.4,9541,4.67,19,98,0,1596,1,0,2,0,1,0,305668,548603,0,cluster2,yes
1585,153747,14,100,326,12836,100,30623,3,6,1,2.08,2328,5.13,1,82.08,1,13622,3,6,2,0,1,0,305668,337889,0,cluster2,yes
1603,390240,5,219,326,12836,219,19534,3,8,1,1.95,2146,0,3,182,0,9397,1,6,2,0,1,1,305668,685151,0,cluster2,yes
1608,274309,5,219,326,12836,117,94766,5,8,1,4.5,271,5.81,4,259,1,1588,3,31,2,1,1,0,305668,566604,0,cluster2,no
1610,306059,5,219,326,12836,219,77187,4,8,1,1.61,4219,5.04,1,161,0,21220,4,17,2,0,2,0,305668,280788,0,cluster2,yes
1610,306059,5,219,326,12836,219,77187,4,8,1,1.61,4219,5.04,1,161,0,21220,4,17,2,0,2,0,305668,280788,0,cluster2,no
1610,306059,5,219,326,12836,219,119656,3,9,1,0.69,9541,4.77,27,93,0,21220,4,17,2,0,2,0,305668,279242,0,cluster2,yes
1610,306059,5,219,326,12836,219,119656,3,9,1,0.69,9541,4.77,27,93,0,21220,4,17,2,0,2,0,305668,279242,0,cluster2,no
1626,132332,5,219,326,12836,219,70903,4,9,1,3.37,13,5.47,34,189,0,7100,2,118,2,0,1,0,88261,685151,0,cluster2,no
1687,116906,24,216,326,12836,215,116951,3,8,1,5.2,4828,4.75,1,122.27,1,22479,1,52,2,0,1,0,305668,685151,0,cluster2,yes
1750,137288,5,219,326,12836,219,30184,4,9,1,2.77,211,5.19,20,229,0,2412,1,3,2,0,1,0,103870,276527,0,cluster2,yes
1764,111963,32,220,326,12836,220,132034,4,7,1,1.61,7193,5.16,4,166.77,0,10508,1,39,4,0,2,0,305668,685151,0,cluster2,yes
1834,220314,5,219,326,12836,219,124342,4,8,1,4.19,2989,5.32,22,145,1,8192,1,100,2,0,1,1,305668,85837,0,cluster2,yes
1876,211437,5,219,326,12836,219,72931,3,7,1,1.1,17,4.74,8,109,0,17603,3,0,1,1,2,1,305668,238639,0,cluster2,no
1891,53094,5,15,252,9939,15,134277,5,9,1,3,866,6.02,4,309,0,9591,2,1,1,1,1,1,305668,685151,0,cluster2,no
1917,131626,5,219,326,12836,219,39486,3,9,1,2.3,1270,4.73,3,87,1,22056,1,9,1,0,1,1,305668,124663,0,cluster2,no
1955,333431,15,55,326,12836,99,16332,3,8,1,6.16,9541,5.17,26,155.04,0,24607,1,2,2,0,1,0,305668,685151,0,cluster2,no
1970,55740,15,55,326,12836,55,23135,4,8,1,5.07,9541,5.94,10,255.54,1,26836,2,51,2,0,1,0,234529,685151,0,cluster2,no
1980,60168,5,219,326,12836,219,74767,3,9,1,1.79,430,5.23,15,101,0,27620,1,9,2,0,1,0,305668,108916,0,cluster2,no
2050,126532,14,100,326,12836,219,138916,3,9,1,2.4,2216,5.09,8,126.44,0,21173,1,42,2,2,1,1,305668,308637,0,cluster2,yes
2136,298856,5,59,326,12836,100,75807,4,8,1,5.02,667,5.46,14,488,0,2142,6,24,2,0,1,0,305668,685151,0,cluster2,no
2138,364060,5,219,326,12836,219,70012,3,9,1,3,889,0,2,88,0,11885,6,8,2,2,1,0,305668,315151,0,cluster2,yes
2166,112488,5,219,326,12836,219,60595,3,7,1,1.79,22,4.31,35,65,0,1986,2,0,1,0,1,0,305668,126928,0,cluster2,no
2207,310832,5,219,326,12836,219,125488,3,8,1,2.64,300,5.4,3,248,0,27620,2,6,2,0,1,1,305668,189109,0,cluster2,yes
2338,37646,5,219,326,12836,219,85542,0,8,1,0,9541,4.94,36,116,0,3476,1,3,2,0,1,0,305668,668538,0,cluster2,no
2369,144413,15,55,326,12836,99,90461,4,7,1,3.26,182,5.4,9,141.44,0,4440,3,3,3,1,2,1,115550,685151,0,cluster2,no
2421,229128,5,219,326,12836,219,12423,5,9,1,0.69,9541,6.2,30,501,0,2222,5,31,2,0,1,0,305668,685151,0,cluster2,no
2450,7935,32,220,326,12836,220,22488,5,8,1,4.45,3250,5.1,3,150.25,1,4427,2,101,2,0,1,1,305668,165598,0,cluster2,yes
2478,10541,5,212,326,12836,55,67755,5,8,1,5.21,1716,6.21,15,369,1,27397,2,35,1,0,1,1,305668,685151,0,cluster2,no
2486,86212,12,99,326,12836,99,50692,4,8,1,2.77,1066,5.02,1,111.49,0,3404,1,4,4,1,2,1,305668,685151,0,cluster2,yes
2512,58789,5,219,326,12836,219,111856,4,9,1,3.47,192,5.45,1,135,1,3073,3,3,2,0,1,0,305668,263004,0,cluster2,yes
2525,239617,5,219,326,12836,219,125083,4,9,1,3.61,688,5.07,31,139,1,8192,2,12,3,0,1,1,305668,177041,0,cluster2,no
2549,131739,5,219,326,12836,219,89699,5,9,1,3.76,533,5.34,15,152,1,11945,1,14,2,0,1,0,305668,180298,0,cluster2,no
2549,131739,5,219,326,12836,219,89699,5,9,1,3.76,533,5.34,15,152,1,11945,1,14,2,0,1,0,305668,180298,0,cluster2,no
2549,131739,5,219,326,12836,219,57952,2,6,1,3.76,2241,4.49,25,39,0,11945,1,14,2,0,1,0,305668,181474,0,cluster2,no
2549,131739,5,219,326,12836,219,57952,2,6,1,3.76,2241,4.49,25,39,0,11945,1,14,2,0,1,0,305668,181474,0,cluster2,no
2572,156759,5,219,326,12836,219,19018,2,7,1,3.09,637,4.9,24,100,0,24373,2,128,2,0,1,1,305668,132813,0,cluster2,no
2585,80393,5,219,326,12836,219,10721,3,9,1,1.61,3376,4.64,2,86,1,24078,3,2,1,1,1,1,305668,621607,0,cluster2,yes
2589,36183,5,219,326,12836,219,24003,2,8,1,1.1,174,4.45,1,82,1,24232,2,109,1,0,1,0,305668,685151,0,cluster2,no
2630,314416,5,219,326,12836,219,23661,4,8,1,4.03,404,5.5,16,220,0,23904,2,3,2,0,1,1,305668,232280,0,cluster2,no
2660,140056,5,219,326,12836,219,4164,3,9,1,3.18,1057,4.7,8,106,0,9421,1,28,2,0,1,0,305668,601883,0,cluster2,yes
2701,67698,5,219,326,12836,219,34561,2,2,1,1.61,9541,4.3,29,65,0,9231,1,10,2,0,1,1,305668,603672,0,cluster2,no
2702,62632,5,219,326,12836,219,10404,4,8,1,2.2,346,5.03,29,152,0,25964,1,54,2,0,1,0,305668,188180,0,cluster2,no
2722,124048,7,100,326,12836,100,61820,3,7,1,2.2,659,5.02,24,169.47,0,27402,1,7,2,0,1,1,305668,361771,0,cluster2,no
2795,210583,5,219,326,12836,219,97704,3,9,1,3.37,3179,5.48,8,162,0,11846,1,104,2,2,1,1,305668,685151,0,cluster2,yes
2795,210583,5,219,326,12836,219,97704,3,9,1,3.37,3179,5.48,8,162,0,11846,1,104,2,2,1,1,305668,685151,0,cluster2,no
2795,210583,5,219,326,12836,219,91601,4,8,1,3.04,3956,5.37,1,159,0,11846,1,104,2,2,1,1,305668,685151,0,cluster2,yes
2795,210583,5,219,326,12836,219,91601,4,8,1,3.04,3956,5.37,1,159,0,11846,1,104,2,2,1,1,305668,685151,0,cluster2,no
2810,370644,5,219,326,12836,219,135470,3,9,1,2.71,1102,0,34,86,0,7680,1,0,2,0,1,0,305668,141076,0,cluster2,no
2832,288955,5,219,326,12836,219,130090,3,1,1,0.69,9541,5.39,2,99,0,21312,1,3,2,0,1,1,305668,647123,0,cluster2,no
2841,177726,5,219,326,12836,219,33591,4,8,1,1.39,105,5.39,3,140,1,23904,3,38,1,1,2,1,305668,659128,0,cluster2,yes
2855,48301,5,219,326,12836,219,101543,4,9,1,1.1,383,5.29,2,109,0,7512,1,1,2,1,1,0,305668,151991,0,cluster2,yes
2888,215989,5,219,326,12836,219,114741,2,7,1,2.08,678,4.45,4,64,1,4467,3,24,2,0,1,1,305668,510489,0,cluster2,no
2941,113102,5,219,326,12836,219,39668,2,1,1,1.61,9541,4.37,31,89,0,16233,1,2,2,0,1,1,155057,104923,0,cluster2,no
2980,383510,5,219,326,12836,219,464,3,9,1,1.95,291,0,7,206,0,3459,3,29,2,2,1,0,305668,242419,0,cluster2,yes
2981,192116,5,219,326,12836,219,45465,2,7,1,2.56,488,4.09,29,57,0,26661,2,18,1,0,1,1,305668,526910,0,cluster2,no
2986,132704,5,219,326,12836,219,41400,4,8,1,3.4,371,5.38,26,139,0,21474,1,1,2,1,1,1,305668,237475,0,cluster2,no
2998,21219,12,99,326,12836,99,69012,3,7,1,3.14,765,4.47,3,64.99,0,19414,4,2,1,0,1,0,305668,685151,0,cluster2,yes
3010,8879,15,55,326,12836,55,39648,4,8,1,4.29,547,5.15,2,238.17,0,7934,1,10,2,1,1,1,305668,685151,0,cluster2,yes
3100,112734,5,219,326,12836,219,68544,4,8,1,3,544,5.03,13,109,0,20874,3,28,2,0,1,0,305668,685151,0,cluster2,no
3176,6856,5,219,326,12836,219,124741,3,6,1,1.1,127,5.04,33,84,1,15307,1,0,2,0,1,0,305668,309504,0,cluster2,yes
3246,173501,5,219,326,12836,219,16823,3,8,1,2.4,1143,5.41,10,264,0,5325,2,48,2,0,1,1,305668,223829,0,cluster2,yes
3331,336785,5,219,326,12836,219,119123,3,8,1,1.95,3120,4.65,4,99,0,22617,1,0,2,1,1,0,305668,621439,0,cluster2,yes
3333,50267,24,216,326,12836,92,115616,4,9,1,4.01,277,5.67,15,218.55,0,6991,2,20,1,0,1,1,305668,685151,0,cluster2,no
3349,95616,15,55,326,12836,55,45244,4,8,1,0,596,4.38,2,96.81,0,25445,1,1,2,0,1,0,305668,685151,0,cluster2,yes
3405,58966,14,100,326,12836,100,114177,4,9,1,4.75,901,5.45,1,144.38,0,2142,2,31,2,0,1,1,305668,239850,0,cluster2,yes
3498,287163,14,100,326,12836,100,122468,2,8,1,4.36,1999,4.69,28,109.26,0,6948,1,40,2,0,1,1,305668,685151,0,cluster2,yes
3511,196181,5,219,326,12836,219,109341,3,8,1,0.69,1628,4.84,1,68,1,8993,4,67,2,0,1,0,213643,46813,0,cluster2,yes
3605,128387,5,219,326,12836,219,24292,2,5,1,3.37,4675,4.44,8,71,0,7944,4,24,4,0,2,1,5965,662197,0,cluster2,yes
3623,197041,5,219,326,12836,219,39764,3,9,1,2.89,9541,4.95,35,115,1,2294,2,4,2,0,1,0,305668,278208,0,cluster2,no
3636,157606,5,219,326,12836,219,101914,4,8,1,3.81,3847,5.24,15,270,0,3187,4,3,3,1,1,0,305668,530625,0,cluster2,no
3645,105840,5,50,326,12836,219,46734,3,9,1,1.61,672,5.26,16,169,0,26172,1,19,4,0,1,1,305668,241099,0,cluster2,no
3695,333121,5,219,326,12836,219,55690,3,9,1,1.95,56,5.44,8,151,1,3073,1,14,4,0,1,1,305668,685151,0,cluster2,yes
3697,371705,5,219,326,12836,219,23169,3,9,1,2.4,255,0,10,139,0,13233,1,4,2,0,1,0,305668,685151,0,cluster2,no
3698,133727,32,220,326,12836,219,25236,4,6,1,3.74,756,4.96,11,97.68,0,26067,3,95,2,0,1,0,305668,669373,0,cluster2,no
3698,133727,32,220,326,12836,219,25236,4,6,1,3.74,756,4.96,11,97.68,0,26067,3,95,2,0,1,0,305668,669373,0,cluster2,yes
3722,304003,15,55,326,12836,55,102191,4,8,1,4.32,1982,4.89,3,131.02,1,11927,1,192,2,0,1,1,305668,685151,0,cluster2,yes
3746,308472,5,219,326,12836,219,40974,3,7,1,3.09,121,5.25,33,169,0,3073,1,48,3,2,2,1,305668,85914,0,cluster2,no
3773,377808,24,216,326,12836,132,107855,4,7,1,1.61,1891,0,3,68.41,0,17638,1,33,1,1,1,1,305668,685151,0,cluster2,no
3812,149709,24,216,326,12836,99,6488,3,7,1,2.83,126,6.12,27,729.66,0,27929,3,172,2,0,1,0,305668,685151,0,cluster2,no
3812,149709,24,216,326,12836,99,6488,3,7,1,2.83,126,6.12,27,729.66,0,27929,3,172,2,0,1,0,305668,685151,0,cluster2,yes
3812,149709,24,216,326,12836,99,128394,4,9,1,1.1,46,5.74,19,316.92,0,27929,3,172,2,0,1,0,305668,685151,0,cluster2,no
3812,149709,24,216,326,12836,99,128394,4,9,1,1.1,46,5.74,19,316.92,0,27929,3,172,2,0,1,0,305668,685151,0,cluster2,yes
3845,187146,5,219,326,12836,219,105617,3,9,1,1.39,9541,5,4,89,0,13644,1,0,1,2,1,1,305668,647057,0,cluster2,no
3908,249067,16,31,147,12165,55,31456,3,9,1,1.61,39,5.33,20,204.59,0,10979,5,40,1,1,2,0,305668,40699,0,cluster2,yes
3933,69329,5,219,326,12836,219,11719,4,8,1,3.53,4080,5.23,14,169,0,27236,2,4,2,2,1,0,305668,665759,0,cluster2,yes
3985,25161,5,219,326,12836,219,94062,3,8,1,1.39,176,4.75,3,109,0,1515,1,2,2,2,1,0,305668,95120,0,cluster2,no
3997,249765,34,117,326,12836,219,97432,4,9,1,4.04,274,5.45,6,225.2,1,7714,2,4,2,0,1,0,305668,685151,0,cluster2,no
4014,280301,5,219,326,12836,219,6623,3,9,1,4.36,9541,5.6,16,399,0,4060,2,170,3,0,1,1,305668,337979,0,cluster2,no
4033,377324,5,219,326,12836,219,120806,2,8,1,1.95,9541,0,13,124,0,8453,1,0,2,0,1,1,305668,601303,0,cluster2,no
4037,290741,24,216,326,12836,219,48633,2,6,1,2.08,547,4.65,1,60.19,0,22851,1,10,3,0,1,1,305668,685151,0,cluster2,yes
4067,250650,5,219,326,12836,219,98345,2,7,1,2.2,3600,4.52,6,115,0,20757,1,38,2,0,1,0,84175,62483,0,cluster2,no
4077,65879,18,129,326,12836,129,112205,3,9,1,4.36,126,5.23,8,191.24,0,16076,1,7,2,2,1,1,305668,137904,0,cluster2,no
4109,287539,2,129,326,12836,60,22582,5,10,1,5.85,2119,5.39,8,210.51,0,28150,2,25,2,0,1,1,305668,685151,0,cluster2,no
4126,147236,5,219,326,12836,219,99997,3,9,1,0.69,4,4.86,32,199,0,21232,2,0,2,0,1,1,305668,93909,0,cluster2,yes
4126,147236,5,219,326,12836,219,99997,3,9,1,0.69,4,4.86,32,199,0,21232,2,0,2,0,1,1,305668,93909,0,cluster2,yes
4126,147236,5,219,326,12836,219,10064,2,6,1,1.1,84,4.55,31,144,0,21232,2,0,2,0,1,1,305668,281465,0,cluster2,yes
4126,147236,5,219,326,12836,219,10064,2,6,1,1.1,84,4.55,31,144,0,21232,2,0,2,0,1,1,305668,281465,0,cluster2,yes
4131,108733,5,219,326,12836,219,136880,4,9,1,4.56,1232,5.52,19,279,0,18774,1,120,2,0,1,0,305668,675967,0,cluster2,yes
4189,317841,14,100,326,12836,100,101148,2,8,1,1.61,1206,4.78,15,130.22,0,519,1,30,3,1,1,1,305668,96147,0,cluster2,yes
4207,41952,5,219,326,12836,219,133764,4,8,1,1.95,1466,5.26,3,179,0,12571,1,5,2,0,1,1,305668,685151,0,cluster2,no
4233,365442,14,100,326,12836,219,78624,4,8,1,4.41,5043,0,4,240.9,0,4060,3,33,5,0,2,1,305668,253560,0,cluster2,no
4255,189590,5,219,326,12836,127,67908,3,7,1,2.3,9541,5.93,12,239,0,15387,4,98,2,0,1,0,305668,147148,0,cluster2,no
4263,178297,14,14,326,12836,14,61652,5,9,1,3.78,5468,5.26,2,159.64,0,20834,2,1,1,0,1,0,305668,685151,0,cluster2,yes
4271,300608,5,219,326,12836,219,73319,3,7,1,0.69,104,5.54,2,259,0,23004,9,81,6,0,3,0,305668,529909,0,cluster2,yes
4303,382409,5,219,326,12836,219,131066,2,5,1,1.95,14,0,33,64,1,26458,1,32,2,0,1,1,305668,70873,0,cluster2,no
4403,297092,14,100,326,12836,100,117559,4,9,1,2.2,909,5.55,2,147.52,0,21263,1,0,2,0,1,1,127677,662212,0,cluster2,yes
4415,307256,5,219,326,12836,219,37923,2,7,1,2.4,92,4.28,19,67,0,23904,1,1,2,0,1,1,305668,49820,0,cluster2,no
4415,307256,5,219,326,12836,219,37923,2,7,1,2.4,92,4.28,19,67,0,23904,1,1,2,0,1,1,305668,49820,0,cluster2,no
4416,342517,5,219,326,12836,219,110806,2,5,1,2.2,412,0,14,62,0,601,2,2,2,0,1,1,305668,514600,0,cluster2,no
4421,38584,5,219,326,12836,219,124189,3,8,1,5.13,727,5.22,33,121,1,9402,2,9,1,1,1,0,305668,261102,0,cluster2,no
4423,179510,5,219,326,12836,219,69988,2,5,1,3.33,266,4.54,10,80,0,4335,1,9,2,1,2,1,305668,22068,0,cluster2,no
4423,179510,5,219,326,12836,219,69988,2,5,1,3.33,266,4.54,10,80,0,4335,1,9,2,1,2,1,305668,22068,0,cluster2,yes
4423,179510,5,219,326,12836,219,70620,3,9,1,1.1,180,4.95,28,284,0,4335,1,9,2,1,2,1,305668,40416,0,cluster2,no
4423,179510,5,219,326,12836,219,70620,3,9,1,1.1,180,4.95,28,284,0,4335,1,9,2,1,2,1,305668,40416,0,cluster2,yes
4441,298017,14,100,326,12836,219,22217,3,9,1,1.1,2475,5.15,3,137.62,0,7649,1,4,2,0,1,1,305668,685151,0,cluster2,yes
4515,358967,5,219,326,12836,219,11668,5,9,1,3.22,3495,0,3,199,0,23753,1,0,1,0,1,1,305668,647065,0,cluster2,yes
4524,134630,18,181,326,12836,138,24079,5,9,1,4.28,333,5.9,21,233.15,0,26389,2,8,1,0,1,1,305668,685151,0,cluster2,no
