srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,Cluster,click_bool
2405,276161,22,92,326,12836,216,122487,3,8,1,4.08,9541,5.14,18,126.87,1,10889,3,135,2,0,1,0,305668,685151,1,cluster1,yes
2405,276161,22,92,326,12836,216,122487,3,8,1,4.08,9541,5.14,18,126.87,1,10889,3,135,2,0,1,0,305668,685151,1,cluster1,no
2423,359886,5,219,326,12836,215,6649,4,7,1,5.97,4313,0,19,103,0,27969,2,12,2,0,1,0,29011,349631,1,cluster1,no
2519,282471,15,55,326,12836,55,102888,4,8,1,3.58,1102,4.89,3,302.94,0,23052,4,53,1,0,1,0,305668,685151,1,cluster1,no
2538,280365,5,219,326,12836,219,42853,3,7,1,3,1902,4.27,35,67,0,13893,3,9,2,0,1,1,305668,309705,1,cluster1,yes
2563,50855,5,219,326,12836,219,16977,2,7,1,2.77,900,4.7,7,92,0,2496,3,4,1,0,1,1,305668,87,1,cluster1,no
2580,302031,5,219,326,12836,99,114159,0,6,1,1.39,9540,4.82,10,85,0,13292,1,67,1,1,6,1,305668,290906,1,cluster1,no
2596,355870,4,50,326,12836,219,11710,2,8,0,2.77,1486,0,8,220.39,0,27730,2,48,4,0,1,0,305668,316620,1,cluster1,no
2597,282351,11,103,326,12836,219,55718,4,8,1,1.79,2,5.43,28,160.55,0,4562,3,131,2,0,1,0,305668,685151,1,cluster1,no
2626,196612,14,100,326,12836,219,107895,3,9,1,2.2,2265,5.4,2,170.22,0,402,2,36,2,0,1,1,305668,240838,1,cluster1,no
2635,63585,5,219,326,12836,219,102040,3,9,1,3,404,4.79,18,109,0,8993,1,1,2,0,1,1,29462,685151,1,cluster1,yes
2669,1494,15,219,326,12836,219,89951,4,8,1,4.73,3127,5.54,13,257.97,0,17759,1,7,2,0,1,1,305668,108934,1,cluster1,yes
2830,234713,15,219,326,12836,215,40250,4,1,0,5.3,9541,5.63,35,173.67,0,25696,3,15,2,0,1,1,305668,427568,1,cluster1,yes
2830,234713,15,219,326,12836,215,40250,4,1,0,5.3,9541,5.63,35,173.67,0,25696,3,15,2,0,1,1,305668,427568,1,cluster1,yes
2830,234713,15,219,326,12836,215,40250,4,1,0,5.3,9541,5.63,35,173.67,0,25696,3,15,2,0,1,1,305668,427568,1,cluster1,yes
2830,234713,15,219,326,12836,215,20348,4,8,0,6.05,9541,5.34,29,173.67,0,25696,3,15,2,0,1,1,305668,427320,1,cluster1,yes
2830,234713,15,219,326,12836,215,20348,4,8,0,6.05,9541,5.34,29,173.67,0,25696,3,15,2,0,1,1,305668,427320,1,cluster1,yes
2830,234713,15,219,326,12836,215,20348,4,8,0,6.05,9541,5.34,29,173.67,0,25696,3,15,2,0,1,1,305668,427320,1,cluster1,yes
2830,234713,15,219,326,12836,215,95321,5,9,1,6.27,9541,6.14,34,333.64,1,25696,3,15,2,0,1,1,305668,427360,1,cluster1,yes
2830,234713,15,219,326,12836,215,95321,5,9,1,6.27,9541,6.14,34,333.64,1,25696,3,15,2,0,1,1,305668,427360,1,cluster1,yes
2830,234713,15,219,326,12836,215,95321,5,9,1,6.27,9541,6.14,34,333.64,1,25696,3,15,2,0,1,1,305668,427360,1,cluster1,yes
2892,327195,5,117,326,12836,219,37235,4,8,0,5.69,9541,5.98,8,372,0,24700,3,10,1,0,1,1,305668,685151,1,cluster1,no
2911,118142,5,219,326,12836,219,39127,3,6,1,0.69,3,4.43,36,68,0,13870,2,26,2,1,1,1,305668,148793,1,cluster1,no
2921,105141,5,219,326,12836,219,79931,3,9,1,2.89,4951,5.04,6,116,1,7041,2,34,2,0,1,1,305668,3,1,cluster1,no
2928,276433,5,219,326,12836,219,78130,3,7,1,2.3,666,4.35,1,62,0,11894,4,340,4,0,2,1,305668,604205,1,cluster1,yes
2942,150372,5,219,326,12836,219,130532,4,9,1,4.19,109,5.28,21,94,0,18774,2,3,2,1,1,0,305668,340540,1,cluster1,yes
2977,365104,12,99,326,12836,219,27937,3,9,1,3.64,5827,0,15,142.8,0,28049,3,76,3,1,1,1,305668,685151,1,cluster1,no
3001,310902,16,31,326,12836,99,119803,3,7,1,2.4,9533,4.82,27,130.94,0,13292,6,43,2,2,1,0,305668,679822,1,cluster1,no
3012,114748,5,219,326,12836,55,8804,4,8,0,5.14,2376,5.34,13,237,0,5450,3,144,1,0,1,0,305668,433772,1,cluster1,no
3012,114748,5,219,326,12836,55,8804,4,8,0,5.14,2376,5.34,13,237,0,5450,3,144,1,0,1,0,305668,433772,1,cluster1,no
3012,114748,5,219,326,12836,55,30759,3,6,0,4.87,5442,5.23,24,203,0,5450,3,144,1,0,1,0,305668,433810,1,cluster1,no
3012,114748,5,219,326,12836,55,30759,3,6,0,4.87,5442,5.23,24,203,0,5450,3,144,1,0,1,0,305668,433810,1,cluster1,no
3019,378201,5,219,326,12836,219,12791,3,10,1,2.08,774,0,1,194,0,3936,2,96,2,0,1,1,305668,465871,1,cluster1,yes
3191,343558,5,219,326,12836,219,19743,4,8,1,4.43,2856,0,3,134,1,12452,3,51,1,1,1,1,305668,663299,1,cluster1,yes
3199,29108,15,55,207,5876,55,97671,3,7,0,5.58,2266,5.62,1,173.73,0,14177,1,2,2,2,2,1,305668,685151,1,cluster1,no
3206,307295,12,26,326,12836,99,52991,4,9,1,3.3,2385,5.03,3,163.03,0,5262,2,10,2,0,1,0,305668,685151,1,cluster1,no
3218,106094,9,59,326,12836,59,91282,4,9,1,0.69,9541,5.14,3,211.97,0,20951,1,14,2,0,1,1,305668,243701,1,cluster1,yes
3254,228239,5,219,326,12836,59,31710,3,7,1,4.37,1519,4.55,1,72,1,27000,4,46,2,0,1,1,305668,67913,1,cluster1,yes
3264,285648,14,100,326,12836,100,15415,4,9,1,3.58,3275,5.26,3,133.93,0,1996,1,15,2,0,1,0,305668,163855,1,cluster1,yes
3479,286622,5,219,326,12836,219,67607,2,7,1,3.37,2055,4.42,2,150,0,27456,1,56,3,1,1,0,305668,672879,1,cluster1,no
3483,278659,5,219,326,12836,219,21905,3,9,1,2.71,178,4.68,36,71,0,25523,2,44,2,2,1,1,305668,685151,1,cluster1,no
3556,263566,7,100,326,12836,100,36905,4,9,1,1.61,3497,5.64,1,244.73,0,2378,1,7,3,0,1,0,305668,173743,1,cluster1,yes
3573,330799,15,55,326,12836,99,110942,4,8,0,3.95,4314,5.45,7,251.17,0,6943,3,19,2,0,1,0,305668,685151,1,cluster1,yes
3604,363651,24,13,137,3609,181,19236,4,7,1,3.5,91,0,7,210.88,1,12907,3,30,2,2,1,0,305668,685151,1,cluster1,yes
3788,379875,14,100,326,12836,219,77935,4,9,1,5.94,1814,0,24,305.06,1,4562,4,21,2,0,1,0,305668,263624,1,cluster1,no
3794,327113,5,158,326,12836,219,38758,3,7,1,4.3,2073,5.05,3,4952,0,13870,4,21,2,2,1,0,305668,685151,1,cluster1,no
3826,346094,16,31,189,3722,31,31298,0,9,0,0,9541,0,27,125.84,0,8961,2,4,1,1,2,0,305668,685151,1,cluster1,no
3875,169655,5,219,326,12836,219,122405,2,7,1,0,29,4.34,19,70,0,11885,2,33,2,2,1,0,305668,611584,1,cluster1,yes
3934,340330,5,219,326,12836,219,106512,3,6,0,3.47,1089,0,6,57,0,734,7,103,1,1,2,0,305668,284266,1,cluster1,yes
3952,33456,5,219,326,12836,59,107918,4,9,0,5.01,2925,5.73,19,335,0,11205,3,8,2,0,1,0,305668,656641,1,cluster1,no
3953,78082,1,13,326,12836,31,47750,3,7,0,1.61,1169,4.56,1,129.6,0,3795,2,185,2,1,1,1,305668,685151,1,cluster1,yes
3956,359668,5,219,326,12836,219,99219,5,10,1,4.14,2922,0,14,431,1,570,1,86,2,0,1,1,305668,69,1,cluster1,yes
4019,340042,5,219,326,12836,219,27525,4,9,1,1.1,838,0,1,239,0,7512,5,23,2,0,1,0,305668,628844,1,cluster1,yes
4024,372897,5,219,326,12836,219,80493,3,8,0,4.01,799,0,21,169,0,3694,6,37,2,2,1,0,64752,685151,1,cluster1,no
4079,118966,5,219,326,12836,100,123424,3,6,1,0,174,4.51,27,68,0,4485,1,0,1,0,1,0,305668,44941,1,cluster1,yes
4209,279775,5,219,326,12836,219,66255,3,8,1,1.95,502,4.72,14,61,1,4828,3,65,3,1,1,1,305668,73204,1,cluster1,yes
4215,331472,24,216,326,12836,216,41491,3,11,0,3.91,9541,4.69,10,58.44,0,25055,2,0,2,0,1,1,305668,685151,1,cluster1,no
4260,352340,5,219,326,12836,219,129540,2,5,0,2.2,606,0,6,142,0,22723,1,61,2,0,1,1,305668,66352,1,cluster1,yes
4313,143309,5,219,326,12836,219,37346,4,8,0,5.77,1262,5.79,2,289,0,4562,1,4,2,0,1,1,305668,474329,1,cluster1,yes
4353,233032,25,215,326,12836,215,12744,4,8,1,3.76,96,5.82,9,150.35,0,3648,7,61,2,0,1,0,305668,685151,1,cluster1,yes
4378,343343,5,219,326,12836,219,135523,3,10,1,1.79,258,0,13,145,0,11395,2,14,2,0,1,0,305668,328786,1,cluster1,yes
4393,281195,5,219,326,12836,219,104120,4,9,1,2.71,192,5.67,3,186,0,7516,4,29,2,0,1,1,305668,286180,1,cluster1,yes
4393,281195,5,219,326,12836,219,104120,4,9,1,2.71,192,5.67,3,186,0,7516,4,29,2,0,1,1,305668,286180,1,cluster1,no
4393,281195,5,219,326,12836,219,88977,3,8,1,3.58,508,5.43,19,194,0,7516,4,29,2,0,1,1,305668,286099,1,cluster1,yes
4393,281195,5,219,326,12836,219,88977,3,8,1,3.58,508,5.43,19,194,0,7516,4,29,2,0,1,1,305668,286099,1,cluster1,no
4442,29641,5,219,326,12836,219,61947,3,9,1,2.4,714,5.05,15,109,0,15934,2,30,2,0,1,0,55006,145382,1,cluster1,yes
4464,374674,16,31,326,12836,215,55645,4,9,0,3.85,664,0,7,125.59,1,23641,7,31,2,0,1,0,305668,17240,1,cluster1,no
4491,246193,19,158,326,12836,158,46001,3,1,0,1.1,9541,3.5,16,25.14,0,1353,3,74,2,0,1,0,305668,685151,1,cluster1,yes
4610,230495,5,219,326,12836,219,94816,3,8,1,2.3,9541,5.03,9,139,0,17052,3,140,2,0,1,0,305668,126763,1,cluster1,no
4764,164558,15,55,326,12836,31,22244,4,9,0,4.34,454,5.28,20,186.53,0,4463,3,0,2,0,1,0,305668,685151,1,cluster1,yes
4783,322682,5,18,326,12836,18,70505,3,6,0,1.95,22,4.75,10,52,0,7267,2,0,1,1,2,1,305668,685151,1,cluster1,no
4788,249420,14,100,326,12836,219,58696,0,9,0,1.61,815,5.44,22,248.62,0,12588,4,94,2,2,1,0,305668,49557,1,cluster1,no
4888,101272,6,202,326,12836,33,134103,4,8,0,3.85,467,5.46,1,81.65,0,20313,3,54,1,1,2,0,305668,685151,1,cluster1,yes
4893,309617,7,100,326,12836,100,36428,2,7,1,1.79,9541,4.49,4,93.38,0,742,1,7,3,0,1,1,305668,130154,1,cluster1,yes
4895,33251,11,103,209,7159,117,128999,4,3,0,4.11,83,4.03,8,38.63,0,1588,3,213,2,0,1,1,305668,685151,1,cluster1,no
4956,276859,32,220,326,12836,219,139893,2,6,1,1.61,301,5.12,22,150.38,0,12588,4,139,1,0,1,0,305668,659302,1,cluster1,no
5012,195324,14,100,326,12836,100,117771,4,8,1,2.2,28,5.19,18,105.1,0,982,1,3,2,0,1,1,305668,384041,1,cluster1,no
5034,337423,5,219,326,12836,219,10188,3,9,1,3.5,1707,4.99,2,129,0,6443,2,26,5,0,1,1,305668,685151,1,cluster1,yes
5057,335547,5,219,326,12836,219,89132,3,8,0,0.69,9541,5.05,27,90,0,13904,3,51,2,1,1,0,305668,340588,1,cluster1,no
5202,387123,14,100,326,12836,100,37330,5,10,0,3.81,254,0,18,377.27,0,21871,1,1,2,0,1,1,305668,290497,1,cluster1,no
5380,241424,24,216,326,12836,205,77643,3,8,0,4.51,9541,4.94,27,125.2,0,21326,3,24,2,0,1,1,305668,685151,1,cluster1,no
5409,133043,16,31,326,12836,109,3116,4,10,0,4.17,9541,5.02,22,255.61,0,14601,14,144,2,0,1,0,305668,46212,1,cluster1,no
5409,133043,16,31,326,12836,109,3116,4,10,0,4.17,9541,5.02,22,255.61,0,14601,14,144,2,0,1,0,305668,46212,1,cluster1,no
5409,133043,16,31,326,12836,109,60756,3,8,0,4.17,6222,4.69,7,78.44,0,14601,14,144,2,0,1,0,305668,46221,1,cluster1,no
5409,133043,16,31,326,12836,109,60756,3,8,0,4.17,6222,4.69,7,78.44,0,14601,14,144,2,0,1,0,305668,46221,1,cluster1,no
5414,88639,16,31,326,12836,55,36110,4,8,0,5.58,2234,5.74,31,189.67,0,14177,2,6,3,0,2,0,305668,685151,1,cluster1,yes
5422,188205,5,219,326,12836,219,22744,2,5,1,2.4,1389,4.67,9,100,0,8358,4,25,2,0,1,1,305668,595312,1,cluster1,no
5426,148028,10,4,326,12836,55,70483,3,7,0,5.18,857,5.27,21,120.27,1,25801,3,19,2,0,1,0,305668,268832,1,cluster1,no
5442,144830,19,55,326,12836,158,53211,3,4,0,3.4,27,3.88,16,33.45,1,10057,1,2,2,0,1,1,305668,685151,1,cluster1,yes
5467,279735,5,219,326,12836,219,12957,2,5,0,5.18,876,5.01,20,91,0,8183,4,14,3,0,1,0,305668,685151,1,cluster1,no
5521,342073,7,100,326,12836,100,49817,3,9,0,3.69,1477,0,12,178.88,0,20438,1,1,2,0,1,0,305668,120308,1,cluster1,no
5529,82875,5,219,326,12836,219,63607,4,8,1,1.61,28,4.83,26,73,0,1143,1,48,3,1,1,1,305668,61368,1,cluster1,no
5532,100090,15,55,326,12836,55,66381,3,7,1,4.97,4530,5.34,19,533.06,0,6058,1,0,1,0,1,0,305668,685151,1,cluster1,no
5593,65173,5,219,326,12836,219,56537,2,8,1,1.61,2812,4.5,3,79,0,24361,2,5,4,0,2,0,305668,137733,1,cluster1,yes
5660,275443,16,31,326,12836,215,138698,3,7,1,6.08,7800,4.86,12,137.54,0,10778,3,157,2,0,1,1,305668,627180,1,cluster1,yes
5674,93973,5,219,326,12836,219,77252,3,8,1,0.69,9541,4.73,10,99,0,8546,2,2,2,0,1,0,305668,517782,1,cluster1,no
