srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,click_bool
3898,363087,5,219,326,12836,219,59657,5,9,0,4.33,2390,0,122,1,8192,4,36,2,0,1,0,305668,111664,0,yes
4147,269895,15,55,326,12836,219,127377,2,7,0,2.2,1028,4.59,80.25,0,8358,1,31,1,0,1,0,305668,685151,0,yes
4150,265207,12,99,326,12836,99,105975,4,4,0,1.61,8553,5.41,164.64,0,25926,2,17,2,0,1,1,305668,685151,0,yes
4186,5324,14,100,326,12836,100,2103,3,9,0,3.3,605,5.71,169.61,1,20216,2,17,2,0,2,1,305668,110440,0,no
4367,83364,24,219,326,12836,219,44476,3,8,0,4.74,4084,5.36,153.33,0,20319,1,0,2,0,1,1,305668,182114,0,no
4415,307256,5,219,326,12836,219,40647,2,7,0,1.1,184,4.31,96,0,23904,1,1,2,0,1,1,305668,30422,0,no
4415,307256,5,219,326,12836,219,40647,2,7,0,1.1,184,4.31,96,0,23904,1,1,2,0,1,1,305668,30422,0,no
4576,300476,5,219,326,12836,99,16062,3,9,0,5.85,3399,5.75,307,0,19741,2,53,2,0,1,1,305668,261073,0,no
4606,230111,5,219,326,12836,219,95961,2,5,0,1.95,60,4.26,55,0,389,1,2,4,1,2,1,305668,315965,0,no
4627,129326,5,219,326,12836,31,18030,0,4,0,2.48,9541,5.19,58,0,5849,1,141,1,0,1,0,305668,435985,0,no
4655,150700,5,219,326,12836,31,134846,3,9,0,3.43,49,5.08,134,0,14358,1,80,2,0,1,0,305668,685151,0,no
4674,212512,15,55,326,12836,215,86693,4,9,0,2.48,755,4.87,65.49,0,17584,1,1,1,0,1,0,305668,511632,0,yes
4782,7512,19,158,326,12836,158,27826,3,8,0,4.49,4022,3.98,230.24,0,21489,5,50,1,0,5,0,305668,195698,0,yes
4809,308760,7,100,326,12836,100,54739,3,7,0,4.16,3149,5.17,227.6,0,6948,2,1,2,4,1,1,305668,337920,0,yes
4809,308760,7,100,326,12836,100,54739,3,7,0,4.16,3149,5.17,227.6,0,6948,2,1,2,4,1,1,305668,337920,0,no
4853,206534,14,100,326,12836,189,30523,3,9,0,3.04,2230,5.37,100.31,1,24347,7,11,2,1,1,0,57379,187138,0,yes
4918,359230,5,219,326,12836,219,71376,4,9,0,5.96,4996,0,281,1,24700,3,167,2,0,1,0,305668,48805,0,yes
5035,240096,27,138,170,5352,129,86637,4,8,0,1.1,282,4.79,103.31,0,3468,1,0,2,0,2,0,305668,685151,0,yes
5077,239901,5,219,326,12836,212,56322,4,9,0,3.85,9541,5.15,101,1,16746,3,18,4,0,2,1,305668,192013,0,no
5077,239901,5,219,326,12836,212,56322,4,9,0,3.85,9541,5.15,101,1,16746,3,18,4,0,2,1,305668,192013,0,no
5291,9715,14,100,326,12836,100,25260,3,8,0,0,316,4.91,98.97,0,26120,1,0,2,0,1,1,305668,403438,0,no
5302,12694,5,219,326,12836,219,123641,3,7,0,3.64,351,4.68,66,1,17713,1,0,2,0,1,1,305668,82985,0,no
5365,48194,16,31,326,12836,31,40601,3,1,0,0,9541,5.22,84.03,0,25103,1,14,2,0,1,1,305668,685151,0,no
5410,276287,24,216,326,12836,92,87588,4,1,0,4.41,9541,4.97,405.15,1,4813,2,4,1,0,1,1,305668,685151,0,no
5472,286380,14,100,326,12836,100,120968,4,8,0,3.66,2742,4.96,128.97,1,18948,3,33,2,1,1,1,305668,108896,0,no
5474,230573,14,100,326,12836,100,93133,3,9,0,1.61,2907,5.39,102.48,1,14663,3,3,2,0,1,1,305668,79579,0,yes
5533,164208,5,219,326,12836,100,82967,4,9,0,4.11,3036,5.16,148,1,6948,2,88,2,0,1,1,305668,595149,0,yes
5533,164208,5,219,326,12836,100,82967,4,9,0,4.11,3036,5.16,148,1,6948,2,88,2,0,1,1,305668,595149,0,no
5539,390024,16,31,245,2984,219,114017,3,7,0,3.18,910,0,218.55,0,4138,2,175,2,2,1,1,305668,410583,0,no
5578,36004,5,50,326,12836,219,108824,5,10,0,5.81,1200,6.21,509,0,4562,5,41,3,3,2,0,305668,382419,0,yes
5631,50923,14,100,326,12836,100,58759,3,9,0,3.4,1312,5.07,146,1,19215,5,59,2,0,1,0,305668,76,0,yes
5682,382369,5,113,326,12836,219,58037,3,8,0,5.48,492,0,207,1,4562,2,11,3,1,1,1,305668,685151,0,yes
6024,291415,5,219,326,12836,219,45482,3,7,0,2.71,8899,5.2,140,0,28358,2,77,2,0,1,0,305668,616528,0,yes
6067,306827,5,219,326,12836,219,26006,4,9,0,3.47,1940,5.96,268,1,4138,3,35,2,1,1,1,305668,653297,0,yes
6090,252638,7,100,326,12836,100,92060,3,7,0,2.2,2642,4.98,96.53,0,10988,1,12,2,0,1,1,305668,601354,0,yes
6126,121356,5,219,326,12836,31,117451,4,7,0,0,140,5.4,108,0,22458,2,158,1,1,1,1,139937,685151,0,yes
6231,138144,5,219,227,9182,98,135426,5,10,0,4.97,646,5.56,163,1,24731,1,42,1,0,1,0,305668,614166,0,yes
6231,138144,5,219,227,9182,98,135426,5,10,0,4.97,646,5.56,163,1,24731,1,42,1,0,1,0,305668,614166,0,no
6298,228146,5,219,326,12836,219,41278,4,8,0,5.81,1946,5.72,209,0,4562,1,14,1,0,1,0,305668,685151,0,no
6379,266006,5,219,326,12836,219,70134,0,5,0,2.2,209,4.49,75,0,22429,1,4,2,0,1,1,305668,685151,0,no
6379,266006,5,219,326,12836,219,70134,0,5,0,2.2,209,4.49,75,0,22429,1,4,2,0,1,1,305668,685151,0,no
6379,266006,5,219,326,12836,219,66241,3,7,0,1.39,481,5.07,159,0,22429,1,4,2,0,1,1,305668,685151,0,no
6379,266006,5,219,326,12836,219,66241,3,7,0,1.39,481,5.07,159,0,22429,1,4,2,0,1,1,305668,685151,0,no
6462,261006,11,103,326,12836,103,96101,4,8,0,2.56,9541,4.49,74.93,0,20315,1,1,2,0,1,0,249470,685151,0,yes
6555,51259,16,31,326,12836,31,89006,4,8,0,6.82,7431,5.02,53.06,1,6285,1,1,1,0,1,0,305668,230659,0,no
6560,265187,5,219,326,12836,219,42200,4,9,0,2.64,1360,5.68,219,1,27730,1,1,2,0,1,0,305668,35976,0,yes
6577,187561,14,100,326,12836,219,81921,4,8,0,3.14,2706,4.84,99.15,0,11598,1,5,2,0,1,1,305668,195672,0,no
6591,45768,24,216,227,10729,202,83570,3,4,0,2.4,9541,4.57,34.63,0,22784,2,28,1,0,1,0,305668,685151,0,no
6600,126294,5,219,326,12836,219,95900,3,9,0,3.33,9541,4.86,126,1,27891,1,16,2,0,1,0,305668,3072,0,yes
6637,32493,5,219,326,12836,31,9140,0,7,0,6.82,981,5.16,253,0,15620,6,181,3,2,1,0,305668,457303,0,yes
6665,60452,15,117,326,12836,117,80458,3,7,0,4.55,416,4.05,24.38,1,15669,2,53,2,1,1,1,305668,685151,0,yes
6690,227571,24,216,326,12836,164,105395,3,8,0,5.01,3668,4.65,75.79,1,12902,2,7,1,0,1,0,305668,685151,0,no
6729,6183,5,219,326,12836,219,20065,3,9,0,2.56,411,5.41,109,1,26765,3,1,2,0,1,0,209670,543665,0,yes
6734,116113,5,219,326,12836,219,112280,0,9,0,2.2,3321,5.21,156,0,13945,6,47,2,0,1,0,305668,89399,0,yes
6742,66829,11,103,326,12836,216,68358,4,8,0,1.79,512,4.53,74.1,1,27986,1,25,2,0,1,1,305668,685151,0,yes
6842,251115,32,220,326,12836,219,115029,0,10,0,2.64,1156,6.21,435.01,0,14389,1,130,2,0,1,1,305668,600179,0,no
6887,87945,15,55,326,12836,215,47947,3,8,0,6.06,2409,4.92,107.58,1,9371,3,37,2,0,1,1,305668,685151,0,no
6922,239592,5,219,326,12836,219,95966,2,5,0,2.56,254,4.77,45,0,28201,1,13,2,0,1,1,305668,505610,0,no
6951,347381,5,219,127,5024,219,96000,0,8,0,3.14,951,0,230,0,2447,1,27,1,0,1,1,305668,145439,0,no
7054,206769,5,32,326,12836,31,26509,4,9,0,5.15,7132,5.43,129,1,23445,2,3,2,0,1,1,305668,685151,0,yes
7063,214092,15,55,326,12836,219,52527,4,8,0,4.88,1322,5.55,137.07,0,23090,4,142,1,0,1,0,305668,685151,0,no
7142,321582,5,219,77,12415,219,125695,3,8,0,0,1020,5.26,205,0,18319,1,21,3,0,1,1,305668,147562,0,yes
7246,120732,16,73,326,12836,31,854,4,9,0,6.5,2704,5.97,318.4,0,23495,1,4,1,0,1,1,305668,685151,0,yes
7266,174027,14,100,326,12836,109,70880,3,5,0,4.47,922,5.12,79.86,0,12420,3,107,2,1,1,0,305668,418815,0,no
7309,61390,5,219,326,12836,219,46501,4,9,0,5.18,3310,5.52,139,1,9402,2,5,2,1,1,0,305668,292483,0,no
7428,32537,15,55,326,12836,215,56300,2,10,0,3.14,660,5,91.36,1,6077,8,276,2,0,1,0,305668,685151,0,yes
7437,385272,5,219,326,12836,219,118549,0,6,0,0.69,9541,0,110,0,6935,1,8,2,0,1,1,305668,272985,0,yes
7503,314250,5,219,326,12836,103,17447,4,7,0,4.23,4226,4.74,143,1,13319,1,165,4,0,2,1,305668,525159,0,yes
7566,6356,5,219,326,12836,205,97799,4,8,0,4.06,1016,5.25,127,1,28317,6,13,2,0,1,0,305668,620936,0,yes
7567,311315,24,216,326,12836,39,120822,5,9,0,2.3,66,5.87,186.02,1,15122,1,48,1,0,1,1,305668,685151,0,no
7568,209159,7,100,326,12836,100,102917,3,8,0,2.4,3013,5.32,101.44,1,18722,1,5,1,0,1,0,305668,607702,0,yes
7568,209159,7,100,326,12836,100,102917,3,8,0,2.4,3013,5.32,101.44,1,18722,1,5,1,0,1,0,305668,607702,0,no
7614,65190,5,219,326,12836,219,130628,2,8,0,2.71,1065,4.58,70,0,7220,1,1,2,0,1,1,305668,147563,0,no
7690,126082,29,132,326,12836,219,14536,3,8,0,5.55,3842,5.39,91.38,0,5872,8,5,1,0,1,0,305668,685151,0,yes
7780,5796,5,219,326,12836,219,46794,3,8,0,0.69,233,4.4,69,1,14683,1,16,2,1,1,0,305668,378322,0,no
7874,329302,9,59,326,12836,215,7619,4,9,0,3.14,3726,4.82,65.46,0,19450,2,24,2,0,1,1,305668,473502,0,yes
8075,22873,5,219,326,12836,219,124845,4,9,0,4.36,4500,5.25,204,1,9412,2,13,2,0,1,1,305668,638850,0,yes
8089,177157,5,219,326,12836,219,34179,3,8,0,1.39,1108,5.02,116,1,19045,1,24,2,0,1,1,305668,64123,0,yes
8260,328193,5,219,326,12836,219,85231,3,8,0,3.64,1210,4.7,107,1,7971,2,45,2,0,2,1,305668,584528,0,yes
8296,319154,5,219,326,12836,219,11942,3,8,0,2.83,667,5.29,159,0,18684,2,36,2,0,1,1,23184,58627,0,yes
8359,237243,5,219,326,12836,219,40341,2,4,0,2.3,3,4.52,52,1,23904,1,0,1,1,2,1,305668,14056,0,yes
8447,163909,5,219,326,12836,219,37050,4,9,0,0.69,782,5.12,112,1,10993,4,12,2,0,1,1,305668,257676,0,yes
8516,202953,12,99,326,12836,99,48023,2,1,0,1.79,9541,4.65,77.74,0,19841,1,14,1,0,1,0,305668,685151,0,no
8523,353440,14,100,326,12836,100,103922,4,8,0,1.39,45,0,113.79,1,19898,1,1,2,0,1,0,305668,438312,0,no
8618,348896,5,186,326,12836,99,20768,4,7,0,5.09,1659,0,208,0,4440,6,40,4,0,2,0,305668,685151,0,no
8685,114156,24,216,326,12836,98,25741,3,7,0,1.61,351,3.89,19.03,1,341,1,43,1,0,1,1,305668,685151,0,yes
8763,65987,22,92,326,12836,216,29293,4,7,0,3.93,2887,4.68,51.44,1,25055,1,3,1,0,1,0,305668,685151,0,yes
8792,88057,16,31,182,1567,55,121215,4,9,0,5.28,4133,5.78,187.05,1,25801,5,16,2,3,2,0,305668,632105,0,no
8798,216333,14,100,326,12836,100,117971,3,7,0,3.95,1209,4.68,93.02,1,19898,5,70,1,0,1,0,305668,149481,0,yes
8817,70085,14,100,326,12836,100,33802,3,7,0,3.87,3065,4.98,85.49,0,19898,4,51,1,1,1,1,305668,400657,0,no
8839,178344,15,55,326,12836,55,72065,3,5,0,1.1,40,4.93,74.06,0,25445,1,5,1,0,1,1,305668,685151,0,no
8851,266456,32,220,326,12836,220,24277,3,1,0,4.91,9541,4.97,153.89,0,10757,1,39,2,2,1,1,305668,685151,0,no
8985,148386,24,216,326,12836,216,81047,3,9,0,4.11,464,5.36,192.51,0,25055,2,99,2,0,1,1,305668,685151,0,yes
9065,346674,5,219,326,12836,219,124488,4,9,0,2.48,8917,0,329,0,11161,1,41,1,0,1,0,305668,113067,0,yes
9110,45913,11,103,326,12836,98,78034,4,9,0,3.5,1980,5.15,106.6,0,1828,4,307,1,0,1,0,305668,685151,0,yes
9258,204554,5,219,326,12836,219,37731,2,8,0,3.33,1984,4.43,130,0,27456,1,18,2,2,1,1,305668,269774,0,no
9273,266721,32,220,326,12836,48,7602,4,8,0,0.69,716,5.25,81.05,1,8469,10,138,1,2,1,0,305668,685151,0,yes
9288,28917,5,219,326,12836,219,12954,0,1,0,3.64,4851,4.54,117,0,14053,5,112,1,0,1,0,305668,685151,0,yes
