"id","Instance_number","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents","Cluster","SeriousDlqin2yrs"
100061,100060,0.119996,73,0,100,"?",4,0,0,0,"?","cluster1","n"
100062,100061,0.000699,71,0,0.223271,"5190",6,0,1,0,"0","cluster1","n"
100063,100062,0.039712,56,0,0.398301,"2000",10,0,1,0,"1","cluster1","n"
100064,100063,0.254625,78,0,0.185681,"2988",5,0,0,0,"0","cluster1","n"
100065,100064,0.380332,37,1,0.399767,"6000",6,0,1,0,"1","cluster1","n"
100067,100066,0.476906,45,0,0.460764,"13316",16,0,2,0,"1","cluster1","n"
100068,100067,0.00708,46,0,0.429261,"4968",10,0,1,0,"0","cluster1","n"
100069,100068,0.025415,67,1,0.004773,"15084",8,0,0,0,"0","cluster1","n"
100070,100069,0.04803,79,0,0.02846,"2810",3,0,1,0,"0","cluster1","n"
100071,100070,0.196629,41,0,0.038784,"2500",3,0,0,0,"0","cluster1","n"
100072,100071,0.686518,65,0,0.521739,"1241",8,0,0,0,"0","cluster1","n"
100073,100072,0.332304,47,0,0.228252,"11000",6,0,1,0,"2","cluster1","n"
100074,100073,0.517049,72,0,0.465002,"18100",22,0,4,0,"3","cluster1","n"
100075,100074,0.023204,57,0,0.33218,"9250",7,0,1,0,"1","cluster1","n"
100076,100075,1,66,0,0,"2410",1,0,0,0,"0","cluster1","n"
100077,100076,0.134864,40,0,6555,"?",9,0,2,0,"0","cluster1","n"
100078,100077,0.906643,63,0,0.167963,"4500",3,0,0,0,"0","cluster1","n"
100079,100078,0.566179,58,0,0.870578,"3561",15,0,4,0,"0","cluster1","n"
100080,100079,0.08712,71,0,41,"?",5,0,0,0,"0","cluster1","n"
100081,100080,1,79,0,0.088166,"5500",2,0,0,0,"0","cluster1","n"
100082,100081,1,54,0,0.243484,"2800",9,0,0,0,"0","cluster1","n"
100083,100082,0.022773,44,0,116,"?",5,0,0,0,"0","cluster1","n"
100084,100083,0.989263,49,1,0.15417,"3800",9,1,1,0,"1","cluster1","y"
100085,100084,0.569574,61,2,0.471142,"13600",15,0,2,0,"1","cluster1","n"
100086,100085,0.040938,46,0,0.273281,"5583",7,0,2,0,"0","cluster1","n"
100087,100086,0.014011,70,0,1591,"?",7,0,2,0,"0","cluster1","n"
100088,100087,1,67,0,0,"?",1,0,0,0,"0","cluster1","n"
100089,100088,0,48,0,0.515747,"6000",13,0,1,0,"0","cluster1","n"
100090,100089,0.117112,47,0,0.846126,"2800",13,0,1,0,"1","cluster1","n"
100091,100090,0.016754,40,1,1956,"?",10,0,1,0,"0","cluster1","n"
100092,100091,0.593382,48,1,0.355155,"12250",10,0,2,0,"0","cluster1","n"
100093,100092,0.080255,42,0,0.312165,"5416",4,0,1,0,"1","cluster1","n"
100094,100093,0.060206,27,0,0.213866,"3230",7,0,0,0,"0","cluster1","n"
100095,100094,0.016971,74,0,20,"?",8,0,0,0,"0","cluster1","n"
100096,100095,0.715222,50,2,1.094741,"5266",7,0,1,0,"4","cluster1","y"
100097,100096,0.997302,39,0,0.976126,"2596",7,0,2,0,"2","cluster1","n"
100098,100097,0.165803,58,4,0.413171,"4600",14,0,1,0,"0","cluster1","n"
100099,100098,0.055674,45,0,0.493088,"11500",13,0,3,0,"1","cluster1","n"
100100,100099,0.836561,47,0,0.480677,"5200",13,0,0,0,"4","cluster1","n"
100101,100100,0.063059,64,0,2047,"?",10,0,1,0,"0","cluster1","n"
100102,100101,0.144604,62,0,0.420071,"3646",11,0,1,0,"0","cluster1","n"
100103,100102,0.038322,45,0,0.388259,"6438",7,0,2,0,"2","cluster1","n"
100104,100103,0.001389,78,1,2.574869,"954",6,0,1,0,"0","cluster1","n"
100105,100104,0,61,0,0.253998,"5377",3,0,1,0,"0","cluster1","n"
100106,100105,0.229371,54,0,0.35133,"5000",11,0,1,0,"1","cluster1","n"
100107,100106,0.20926,61,0,2319,"?",6,0,1,0,"0","cluster1","n"
100108,100107,0.310719,43,0,0.460622,"8900",14,0,1,0,"2","cluster1","n"
100109,100108,0.085621,26,0,14,"?",1,0,0,0,"?","cluster1","n"
100110,100109,0.211099,40,1,0.230414,"4543",5,0,0,0,"0","cluster1","n"
100111,100110,0.825143,58,0,2397,"?",8,0,1,0,"1","cluster1","n"
100112,100111,0.056224,60,0,0.193537,"11666",3,0,1,0,"0","cluster1","n"
100113,100112,0,65,0,0.441712,"5000",5,0,1,0,"0","cluster1","n"
100114,100113,0.961039,65,0,0.284676,"5500",10,0,2,0,"0","cluster1","n"
100115,100114,0.015189,51,0,1068,"?",8,0,1,0,"0","cluster1","n"
100116,100115,0.384184,41,0,0.015197,"5000",1,1,0,0,"0","cluster1","n"
100117,100116,0.074468,50,0,0.535577,"6000",5,0,1,0,"2","cluster1","n"
100118,100117,0.121925,61,0,1399,"?",13,0,0,0,"0","cluster1","n"
100119,100118,0.417873,53,1,0.635374,"9000",19,0,4,0,"0","cluster1","n"
100120,100119,0.236026,53,1,0.439621,"3800",5,1,1,1,"0","cluster1","n"
100121,100120,0.629025,38,0,0.233592,"4905",7,0,0,1,"1","cluster1","n"
100122,100121,0.007286,58,0,14,"?",4,0,0,0,"0","cluster1","n"
100123,100122,0.01218,77,0,1267,"?",6,0,1,0,"0","cluster1","n"
100124,100123,0.043216,57,0,0.465586,"4750",9,0,1,0,"2","cluster1","n"
100125,100124,1,53,0,0.597602,"1500",3,2,1,0,"0","cluster1","n"
100126,100125,0.821494,28,0,0.170791,"3313",6,0,0,0,"0","cluster1","n"
100127,100126,0.164779,81,0,0.361207,"7784",12,0,1,0,"0","cluster1","n"
100128,100127,0.448776,31,0,0.139103,"3500",3,0,0,0,"1","cluster1","n"
100129,100128,0.240645,48,0,0.328474,"3223",9,0,1,0,"1","cluster1","n"
100130,100129,0.054576,75,0,89,"?",3,0,0,0,"0","cluster1","n"
100131,100130,0.507806,39,0,0.221077,"8055",11,0,1,0,"0","cluster1","n"
100132,100131,0.012132,49,0,1.87478,"1700",14,0,2,0,"0","cluster1","n"
100133,100132,0.080992,46,0,0.117758,"5833",10,0,0,0,"2","cluster1","n"
100134,100133,0.685413,50,0,0.35249,"5480",8,0,1,0,"1","cluster1","n"
100135,100134,0.222239,71,0,1105,"?",5,0,1,0,"0","cluster1","n"
100136,100135,0.641122,45,0,0.49093,"7000",9,0,1,0,"2","cluster1","n"
100137,100136,0.963006,35,1,0.365878,"3000",7,0,0,0,"0","cluster1","n"
100138,100137,0.015025,56,0,3359,"?",12,0,2,0,"1","cluster1","y"
100139,100138,0.023142,56,0,0.615163,"2083",24,0,0,0,"0","cluster1","n"
100140,100139,0.008183,56,0,0.446618,"6696",16,0,1,0,"0","cluster1","n"
100141,100140,0.295406,63,1,1575,"?",2,0,1,0,"?","cluster1","n"
100142,100141,0.131096,60,0,0.279104,"7541",15,0,2,0,"0","cluster1","n"
100143,100142,1,39,98,0,"2200",0,98,0,98,"1","cluster1","y"
100144,100143,0.855726,40,0,0.215644,"5100",6,0,0,0,"0","cluster1","n"
100145,100144,0.001222,65,0,816,"?",6,0,1,0,"0","cluster1","n"
100146,100145,0.025136,59,0,555,"?",11,0,0,0,"0","cluster1","n"
100147,100146,0.277926,46,0,0.207084,"5900",8,0,0,0,"0","cluster1","n"
100148,100147,0.665311,42,0,0.650888,"6083",7,0,1,0,"2","cluster1","n"
100149,100148,0.199896,57,0,138,"1",5,0,1,0,"0","cluster1","n"
100150,100149,0.094595,33,0,0.363332,"5966",4,0,1,0,"3","cluster1","n"
100151,100150,0.6551,62,1,638,"?",5,0,0,1,"0","cluster1","n"
100152,100151,0.057511,40,0,2242,"?",6,0,1,0,"0","cluster1","n"
100153,100152,0.626992,64,0,0.304954,"2078",4,0,0,0,"2","cluster1","n"
100154,100153,1,63,0,2587,"0",3,0,1,0,"0","cluster1","n"
100155,100154,0,71,0,0.004181,"5500",5,0,0,0,"1","cluster1","n"
100156,100155,1.037924,31,0,0.290963,"2721",4,0,1,1,"0","cluster1","n"
100157,100156,1,48,0,0.338944,"6000",7,0,1,0,"3","cluster1","n"
100158,100157,1,64,1,3536,"?",9,0,4,0,"0","cluster1","n"
100159,100158,0.264355,35,0,0.570137,"12275",8,0,3,0,"1","cluster1","n"
100160,100159,0.579014,33,0,2493,"0",15,0,2,0,"2","cluster1","n"
100161,100160,1,59,1,0.80184,"30000",11,0,6,0,"2","cluster1","n"
100162,100161,0.975156,45,0,0.426044,"6726",6,0,2,0,"2","cluster1","n"
100163,100162,0.192067,39,1,0.304385,"4697",6,0,0,1,"0","cluster1","n"
100164,100163,0.763184,60,3,0.509783,"9250",16,0,2,0,"1","cluster1","y"
100165,100164,0.291631,45,1,0.554771,"7503",17,0,4,0,"0","cluster1","n"
100166,100165,0.157496,75,0,0.565716,"3050",10,0,1,0,"0","cluster1","n"
100167,100166,0.014542,48,0,5201,"?",9,0,4,0,"3","cluster1","n"
100168,100167,0.347916,69,1,485,"?",5,0,0,0,"0","cluster1","y"
100169,100168,0.066842,45,0,4123,"?",7,0,1,0,"0","cluster1","n"
100170,100169,0.687831,52,0,206,"?",1,0,0,0,"0","cluster1","n"
100171,100170,0.342997,62,0,0.780367,"1415",11,0,1,0,"0","cluster1","n"
100172,100171,0.025996,61,0,0.247473,"11871",12,0,1,0,"1","cluster1","n"
100173,100172,1,43,0,0.042945,"4400",2,0,1,1,"1","cluster1","n"
100174,100173,1,82,0,0,"6000",1,0,0,0,"0","cluster1","y"
100175,100174,0.111259,61,0,0.187627,"24100",11,0,2,0,"2","cluster1","n"
100176,100175,1,51,0,0.2,"10964",8,0,2,0,"0","cluster1","n"
100177,100176,1.008398,55,2,0.300274,"6200",5,0,1,0,"4","cluster1","n"
100178,100177,0.935053,48,1,0.489033,"8160",11,0,2,0,"0","cluster1","n"
100179,100178,0.044552,57,0,0.359229,"6950",15,0,2,0,"2","cluster1","n"
100180,100179,0.003574,51,0,0.322853,"9000",6,0,1,0,"2","cluster1","n"
100181,100180,0.551979,49,1,6592,"?",15,0,3,0,"0","cluster1","n"
100182,100181,0.490451,38,0,0.321229,"8233",9,0,2,0,"1","cluster1","n"
100183,100182,0,56,0,42.663366,"100",16,0,3,0,"1","cluster1","n"
100184,100183,0.236276,45,0,0.110916,"10800",14,0,1,0,"2","cluster1","n"
100185,100184,0.019002,81,0,1081,"?",17,0,1,0,"0","cluster1","n"
100186,100185,0.107242,50,0,0.331465,"6600",13,0,1,0,"3","cluster1","n"
100187,100186,0.031945,38,0,2915,"0",11,0,1,0,"4","cluster1","n"
100188,100187,0.32489,55,2,0.307277,"9811",5,0,1,0,"2","cluster1","n"
100189,100188,0.013918,72,0,774,"?",4,0,1,0,"?","cluster1","n"
100190,100189,0,71,0,1071,"?",8,0,1,0,"1","cluster1","n"
100191,100190,0.040649,53,0,0.173639,"3800",6,0,1,0,"2","cluster1","n"
100192,100191,0.28761,37,1,0.292356,"6710",15,0,2,0,"2","cluster1","n"
100193,100192,0.017419,51,0,981,"?",9,0,1,0,"0","cluster1","n"
100194,100193,0.444552,49,3,0.578811,"8900",20,0,2,0,"2","cluster1","n"
100195,100194,0,56,0,0.137227,"4160",3,0,1,0,"0","cluster1","n"
100196,100195,1,30,0,0.06813,"1320",0,0,0,0,"0","cluster1","n"
100197,100196,0.398759,51,0,0.344448,"9176",20,0,2,0,"3","cluster1","n"
100198,100197,0.447052,77,0,2225,"?",17,0,1,0,"0","cluster1","n"
100199,100198,0.005739,37,0,4568,"?",6,0,2,0,"0","cluster1","n"
100200,100199,3.273558,47,0,1309,"?",5,0,1,2,"0","cluster1","n"
100201,100200,0.156133,61,0,0.262623,"6000",14,0,1,0,"0","cluster1","n"
100202,100201,0.370394,26,0,0.079119,"3222",3,1,0,0,"1","cluster1","n"
100203,100202,0.033284,65,0,0.00303,"6600",5,0,0,0,"0","cluster1","n"
100204,100203,0.01206,60,0,0.993,"999",11,0,0,0,"1","cluster1","n"
100205,100204,0.563218,45,0,0.364116,"5500",3,0,1,0,"3","cluster1","n"
100206,100205,0.106891,75,0,0.010322,"9009",4,0,0,0,"0","cluster1","n"
100207,100206,0.131823,42,0,0.171569,"12000",6,0,2,0,"4","cluster1","n"
100208,100207,0.031844,73,0,0.013119,"6021",6,0,1,0,"1","cluster1","n"
100209,100208,0.888404,58,0,0.383386,"11700",6,0,2,0,"2","cluster1","n"
100210,100209,0,41,0,1865,"0",2,0,1,0,"3","cluster1","n"
100211,100210,0.110421,35,0,0.440236,"6600",8,0,1,0,"0","cluster1","n"
100212,100211,2019,58,0,0.213216,"7747",3,0,2,0,"1","cluster1","n"
100213,100212,0.157342,59,0,93,"?",3,0,0,0,"0","cluster1","n"
100214,100213,0.044906,64,0,0.164016,"5218",7,0,1,0,"0","cluster1","n"
100215,100214,0.172703,51,0,0.321982,"9484",8,0,1,0,"3","cluster1","n"
100216,100215,0.061702,62,0,0.229877,"8099",11,0,1,0,"1","cluster1","n"
100217,100216,0.012049,57,0,0.016141,"1300",5,0,0,0,"2","cluster1","n"
100218,100217,0.003886,47,0,0.402565,"6393",11,0,1,0,"0","cluster1","n"
100219,100218,0.09271,56,0,2344,"?",6,0,2,0,"?","cluster1","n"
100220,100219,0.33534,49,0,0.334434,"9083",8,0,1,0,"3","cluster1","n"
100221,100220,0.056218,73,0,0.253763,"8834",14,0,2,0,"0","cluster1","n"
100222,100221,0.012302,79,0,352,"?",3,0,1,0,"0","cluster1","n"
100223,100222,0.028798,30,0,0.087445,"1600",3,0,0,0,"0","cluster1","n"
100224,100223,0,62,3,0.149346,"14000",15,0,1,1,"0","cluster1","n"
100225,100224,0,46,0,267,"?",5,0,0,0,"0","cluster1","n"
100226,100225,0.252777,53,0,0.169859,"9083",10,0,0,0,"0","cluster1","n"
100227,100226,0.973144,42,0,3643,"?",9,0,1,0,"1","cluster1","n"
100228,100227,0,64,0,1434,"?",10,0,1,0,"0","cluster1","n"
100229,100228,0.318057,70,0,1466,"?",8,0,1,0,"?","cluster1","n"
100230,100229,0.000535,53,0,0.350733,"19444",5,0,3,0,"5","cluster1","n"
100231,100230,0.094573,32,0,0.487436,"3700",8,0,2,0,"3","cluster1","n"
100232,100231,0.046774,51,0,1.036991,"2432",7,0,2,0,"3","cluster1","n"
100233,100232,0.010573,74,0,0.240185,"4100",13,0,1,0,"0","cluster1","n"
100234,100233,0.166765,46,0,2603,"?",8,0,1,0,"2","cluster1","n"
100235,100234,0.008815,61,0,2.278177,"416",8,0,2,0,"0","cluster1","n"
100236,100235,1.228506,30,0,0.318841,"2000",6,0,0,0,"0","cluster1","y"
100237,100236,0.004656,62,0,0.303354,"15832",22,0,3,0,"0","cluster1","n"
100238,100237,0.000507,74,0,1.328904,"300",15,0,0,0,"0","cluster1","n"
100239,100238,0.043304,61,0,244,"?",14,0,0,0,"0","cluster1","n"
100240,100239,0.359205,61,0,0.45639,"7245",11,0,1,0,"1","cluster1","n"
100241,100240,0.039074,79,1,0.137045,"5800",7,0,0,0,"0","cluster1","n"
100242,100241,0.018128,73,0,2.80506,"671",11,0,2,0,"0","cluster1","n"
100243,100242,0.000632,83,0,0,"?",5,0,0,0,"?","cluster1","n"
100244,100243,0.011674,79,0,0.077641,"3000",28,0,0,0,"0","cluster1","n"
100245,100244,0.122193,35,0,2793,"?",7,0,2,0,"0","cluster1","n"
100246,100245,0.122823,75,0,0.008772,"6269",1,0,0,0,"0","cluster1","n"
100247,100246,0.061435,63,0,0.120414,"11310",6,0,1,0,"0","cluster1","n"
100248,100247,0.097419,53,0,0.33373,"14286",10,0,3,0,"2","cluster1","n"
100249,100248,0.079618,49,0,0.146107,"8000",7,0,0,0,"2","cluster1","n"
100250,100249,0.236161,40,0,0.382928,"5833",9,0,1,0,"3","cluster1","n"
100251,100250,0.986876,36,0,0.295127,"9500",7,0,2,0,"0","cluster1","n"
100252,100251,0.024711,59,0,0.028971,"1000",2,0,0,0,"0","cluster1","n"
100253,100252,0.493001,51,1,11852,"?",13,0,5,0,"2","cluster1","n"
100254,100253,0.120979,79,0,0.564614,"2305",15,0,1,0,"0","cluster1","n"
100255,100254,0.04895,56,0,0.167341,"4200",7,0,1,0,"0","cluster1","n"
100256,100255,0.595554,59,0,0.413781,"8750",12,0,1,0,"1","cluster1","n"
100257,100256,0,31,0,0.270358,"1534",4,0,0,0,"0","cluster1","n"
100258,100257,3.8e-05,67,0,0.168979,"8000",7,0,1,0,"1","cluster1","n"
100259,100258,1,67,0,0.121439,"2000",1,3,0,1,"0","cluster1","y"
100260,100259,0.539914,59,1,1976,"?",6,0,1,0,"0","cluster1","n"
100261,100260,1,82,0,0,"?",3,0,0,0,"0","cluster1","n"
100262,100261,0.01564,40,0,0.817105,"6500",7,0,2,0,"1","cluster1","n"
100263,100262,0.0225,79,0,0.007679,"6250",9,0,0,0,"0","cluster1","n"
100264,100263,0,53,0,0.036316,"3083",3,0,0,0,"0","cluster1","y"
100265,100264,1,29,0,0,"2700",3,0,0,0,"0","cluster1","n"
100266,100265,0,70,0,0,"2500",4,0,0,0,"0","cluster1","n"
100267,100266,0.022626,75,0,49,"0",8,0,0,0,"0","cluster1","n"
100268,100267,0.166229,46,0,2150,"?",8,0,2,0,"0","cluster1","n"
100269,100268,0.020285,81,0,0.007919,"4166",7,0,0,0,"0","cluster1","n"
100270,100269,0.180455,53,1,0.322388,"13033",12,0,1,0,"1","cluster1","n"
100271,100270,0.01369,71,0,2449,"?",13,0,2,0,"0","cluster1","n"
100272,100271,0.793856,49,0,0.338644,"3702",6,0,0,0,"2","cluster1","n"
100273,100272,0.759525,40,0,0.736636,"4601",9,0,1,0,"2","cluster1","n"
100274,100273,0.452715,50,0,6073,"?",8,0,3,0,"0","cluster1","n"
100275,100274,0.19867,53,0,0.43972,"12416",11,0,3,0,"0","cluster1","n"
100276,100275,0.029243,64,0,0.276125,"18248",11,0,2,0,"0","cluster1","n"
100277,100276,0.684075,55,0,3825,"?",17,0,2,0,"2","cluster1","y"
100278,100277,0.167273,31,0,0.273173,"7540",12,0,1,0,"1","cluster1","n"
100279,100278,0,44,0,0.335404,"3380",8,0,1,0,"4","cluster1","n"
100280,100279,0.00115,65,0,374,"?",8,0,1,1,"0","cluster1","n"
100281,100280,1,24,0,41,"?",0,3,0,0,"0","cluster1","n"
100282,100281,0.173272,33,0,0.407465,"4500",7,0,0,0,"2","cluster1","n"
100283,100282,0.041633,60,0,0.311527,"14200",17,0,2,0,"1","cluster1","n"
100284,100283,0,62,0,0,"?",2,0,0,0,"0","cluster1","n"
100285,100284,0.011393,76,0,0.024274,"2100",7,0,0,0,"0","cluster1","n"
100286,100285,1.013289,32,1,0.002307,"3900",1,0,0,0,"2","cluster1","n"
100287,100286,0.023995,42,0,1170,"?",7,0,2,0,"0","cluster1","n"
100288,100287,0.029713,73,0,1.285113,"1900",10,0,2,0,"0","cluster1","n"
100289,100288,0.109217,45,0,0.196064,"12500",13,0,2,0,"2","cluster1","n"
100290,100289,0.005268,69,0,0.001524,"10500",17,0,0,0,"0","cluster1","n"
100291,100290,0.016281,49,0,0.213961,"5500",7,0,1,0,"0","cluster1","n"
100292,100291,0.027803,73,0,0.641572,"1500",10,0,1,0,"0","cluster1","n"
100293,100292,0.238322,65,0,0.133549,"13582",6,0,1,0,"0","cluster1","n"
100294,100293,0.219199,42,1,0.50632,"4350",8,0,1,0,"2","cluster1","n"
100295,100294,0.047387,69,0,1624,"?",5,0,1,0,"?","cluster1","n"
100296,100295,0.038199,81,0,2295,"?",8,0,1,0,"0","cluster1","n"
100297,100296,1,49,1,0.175076,"4300",2,1,0,0,"3","cluster1","y"
100298,100297,0.560477,60,0,1.490672,"1607",7,0,2,0,"1","cluster1","n"
100299,100298,4886,63,0,3425,"?",5,0,2,0,"0","cluster1","n"
100300,100299,0.051547,70,0,0.114877,"3333",3,0,0,0,"0","cluster1","n"
100301,100300,0.47527,64,0,0.370783,"3675",13,0,0,0,"1","cluster1","n"
100302,100301,0.04402,38,0,0.013919,"8333",6,0,0,0,"0","cluster1","n"
100303,100302,0.286153,45,0,0.522844,"5668",14,0,2,0,"4","cluster1","n"
100304,100303,0.006479,67,0,0.002,"4500",10,0,0,0,"0","cluster1","n"
100305,100304,0.380745,66,0,0.70402,"4800",12,0,2,0,"0","cluster1","n"
100306,100305,0.449955,37,0,0.296753,"11116",6,0,2,0,"0","cluster1","n"
100307,100306,0.01994,55,0,0.241997,"4185",4,0,1,0,"0","cluster1","n"
100308,100307,1,30,1,0.146084,"2080",1,0,0,0,"0","cluster1","y"
100309,100308,1,54,0,2613,"?",5,0,2,0,"0","cluster1","n"
100310,100309,0.113778,66,0,0.439332,"3172",11,0,1,0,"0","cluster1","n"
100311,100310,0.895433,50,0,0.675628,"10712",23,0,2,0,"3","cluster1","n"
100312,100311,0.284889,52,1,0.39606,"10000",11,0,2,0,"3","cluster1","n"
100313,100312,0.151437,44,0,0.037481,"2000",1,0,0,0,"2","cluster1","n"
100314,100313,0.992867,40,4,0.114365,"11200",5,2,1,0,"1","cluster1","n"
100315,100314,0.155435,61,0,0.214108,"12871",9,0,1,0,"1","cluster1","n"
100316,100315,0.214716,43,0,3.119914,"1400",12,0,5,0,"1","cluster1","n"
100317,100316,0.958505,42,1,0.46012,"4500",6,0,1,0,"2","cluster1","n"
100318,100317,0.500871,35,0,0.946272,"2400",8,0,2,0,"2","cluster1","n"
100319,100318,0,48,0,0.190785,"4166",12,0,0,0,"1","cluster1","n"
