"id","Instance_number","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30.59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60.89DaysPastDueNotWorse","NumberOfDependents","Cluster","SeriousDlqin2yrs"
50016,50015,0.016982,70,0,0.341812,"8334",18,0,2,0,"0","cluster2","n"
50017,50016,0.112626,60,0,70,"?",3,0,0,0,"0","cluster2","n"
50021,50020,0.330737,51,0,0.521064,"6764",14,0,2,0,"0","cluster2","n"
50022,50021,0.00792,63,0,0.073989,"7000",13,0,0,0,"0","cluster2","n"
50023,50022,0.03376,74,0,1852,"?",6,0,1,0,"0","cluster2","n"
50025,50024,0.133122,63,0,4359,"?",9,0,2,0,"0","cluster2","n"
50027,50026,0.397058,50,2,0.22715,"7417",10,0,0,1,"2","cluster2","y"
50028,50027,0,56,0,0,"?",2,0,0,0,"0","cluster2","n"
50029,50028,0.00566,57,0,0.000921,"9773",4,0,0,0,"0","cluster2","n"
50030,50029,0.565299,49,0,0.333631,"12300",13,0,1,0,"1","cluster2","n"
50031,50030,0,63,0,0,"?",7,0,0,0,"?","cluster2","n"
50032,50031,0,63,0,898,"?",6,0,1,0,"0","cluster2","n"
50033,50032,1,64,0,0,"?",0,0,0,0,"0","cluster2","n"
50038,50037,0.050945,67,0,0.39051,"11000",27,0,2,0,"0","cluster2","n"
50039,50038,0.406136,60,0,0.269159,"8024",8,0,1,0,"1","cluster2","n"
50040,50039,0.107638,48,0,455,"?",6,0,0,0,"0","cluster2","n"
50041,50040,0.045341,85,0,0.138058,"7083",7,0,1,0,"0","cluster2","n"
50042,50041,0.01051,63,0,2330,"?",7,0,2,0,"0","cluster2","n"
50043,50042,0.432532,43,0,0.70894,"3500",17,0,1,0,"1","cluster2","n"
50044,50043,0.818508,60,0,0.373807,"20753",17,0,2,0,"2","cluster2","n"
50045,50044,0.00386,59,0,0.002799,"2500",12,0,0,0,"0","cluster2","n"
50046,50045,0.060529,62,0,0.424306,"7100",8,0,4,0,"1","cluster2","n"
50047,50046,1,51,1,0.615943,"6058",8,0,2,1,"0","cluster2","y"
50048,50047,0.02137,72,1,1416,"?",10,0,1,0,"0","cluster2","n"
50049,50048,0.135764,35,0,0.296638,"10500",15,0,2,0,"0","cluster2","n"
50050,50049,0,77,0,0,"1510",6,0,0,0,"0","cluster2","n"
50051,50050,0.496879,47,0,0.432925,"8333",11,0,3,0,"0","cluster2","n"
50052,50051,0.068381,47,2,0.64769,"15000",22,0,4,0,"2","cluster2","n"
50053,50052,0.053927,45,0,1834,"0",14,0,1,0,"2","cluster2","n"
50054,50053,0.279537,36,2,0.044931,"4250",12,0,0,0,"2","cluster2","n"
50055,50054,0.213399,73,1,0.391867,"10500",23,0,3,0,"0","cluster2","n"
50057,50056,0,47,0,0.40212,"8300",9,0,2,0,"2","cluster2","n"
50058,50057,0,42,0,0.347464,"9600",8,0,2,0,"2","cluster2","n"
50060,50059,0.135027,48,0,1.758497,"2500",6,0,1,0,"0","cluster2","n"
50061,50060,0.194007,49,0,0.636972,"6723",18,0,2,0,"0","cluster2","n"
50062,50061,0.127407,83,0,0.241764,"7800",11,0,1,0,"0","cluster2","n"
50063,50062,0.061598,55,0,4.968016,"2000",9,0,4,0,"0","cluster2","n"
50064,50063,0.098121,40,0,0.637745,"2500",9,0,1,0,"1","cluster2","n"
50065,50064,0.278772,40,0,0.343331,"3800",7,0,0,0,"0","cluster2","n"
50066,50065,0.90761,58,0,1386,"?",8,0,0,0,"0","cluster2","n"
50067,50066,0.060553,71,0,0.457954,"10000",8,0,2,0,"0","cluster2","n"
50068,50067,0.09565,47,0,0.702192,"1641",9,0,1,0,"2","cluster2","n"
50069,50068,0.119103,56,0,0.49723,"4331",16,0,2,0,"1","cluster2","n"
50070,50069,0.05674,52,0,0.136724,"12250",4,0,1,0,"2","cluster2","n"
50072,50071,0.013822,72,0,0.395097,"2120",9,0,1,0,"0","cluster2","n"
50073,50072,0.386274,54,0,0.564929,"8000",11,0,2,0,"2","cluster2","n"
50074,50073,0.652675,32,0,0.958961,"1924",14,0,1,0,"0","cluster2","n"
50075,50074,0.256772,51,0,0.367271,"2700",5,0,1,0,"1","cluster2","n"
50076,50075,0.250965,50,0,0.177221,"4705",7,0,0,0,"1","cluster2","n"
50077,50076,0.034314,62,0,0.380944,"16466",11,0,3,0,"0","cluster2","n"
50078,50077,0.000956,60,0,1.52458,"1667",9,0,1,0,"0","cluster2","n"
50079,50078,0.031679,58,0,0.148909,"11825",17,0,1,0,"2","cluster2","n"
50080,50079,0.288879,39,2,0.48338,"9325",18,0,3,0,"2","cluster2","y"
50081,50080,0.024073,52,0,0.279991,"4467",14,0,2,0,"0","cluster2","n"
50082,50081,0.145843,69,0,0.104935,"17000",8,0,1,0,"0","cluster2","n"
50083,50082,0.063143,41,0,0.285686,"10178",12,0,1,0,"0","cluster2","n"
50084,50083,0.144154,64,1,0.312735,"3980",20,0,1,0,"0","cluster2","n"
50085,50084,0.115296,34,0,0.252175,"10000",8,0,1,0,"2","cluster2","n"
50086,50085,0.053341,38,0,0.390255,"6669",11,0,2,0,"3","cluster2","n"
50087,50086,0.014373,66,1,0.121575,"101500",17,0,5,0,"3","cluster2","n"
50088,50087,0.343046,54,1,0.503,"7500",18,0,2,0,"2","cluster2","n"
50089,50088,0.154272,43,0,107,"?",8,0,0,0,"0","cluster2","n"
50090,50089,0.029,65,0,1934,"?",12,0,1,0,"0","cluster2","n"
50091,50090,0.142494,52,0,1200,"?",8,0,1,0,"0","cluster2","n"
50093,50092,1.01927,39,0,0.270145,"5844",5,0,1,0,"3","cluster2","n"
50094,50093,0.497127,76,0,0.351879,"6200",11,0,1,0,"0","cluster2","n"
50095,50094,0.031878,60,0,439,"?",3,0,0,0,"0","cluster2","n"
50096,50095,0.002977,49,0,0.159735,"34600",14,0,3,0,"3","cluster2","n"
50097,50096,0.025038,61,0,0.659507,"4701",19,0,1,0,"0","cluster2","n"
50098,50097,0.431482,56,0,0.708172,"7500",17,0,1,0,"2","cluster2","n"
50099,50098,0.496636,59,0,0.380692,"6214",9,0,1,0,"0","cluster2","n"
50100,50099,1.21826,45,1,28,"0",2,0,0,1,"0","cluster2","n"
50101,50100,0.109805,35,0,2.37641,"974",7,0,1,0,"3","cluster2","n"
50102,50101,0.422126,48,2,0.823236,"5215",24,1,3,0,"2","cluster2","n"
50103,50102,0.08432,48,0,0.311939,"10142",7,0,2,0,"1","cluster2","n"
50104,50103,0.024707,52,0,0.177433,"11547",11,0,2,0,"1","cluster2","n"
50105,50104,0.611391,79,0,0.420574,"2750",15,0,0,0,"1","cluster2","n"
50106,50105,0.676038,42,1,0.384199,"6100",9,0,0,0,"1","cluster2","n"
50107,50106,0.055332,47,1,2.010618,"1600",11,0,2,0,"2","cluster2","n"
50108,50107,0.695761,43,1,1872,"?",6,0,0,0,"0","cluster2","n"
50109,50108,0.104512,36,0,0.458726,"3500",6,0,2,0,"0","cluster2","n"
50110,50109,0.311868,59,0,0.759406,"4916",17,0,1,0,"0","cluster2","n"
50111,50110,0,50,1,0.285641,"17500",15,0,3,0,"1","cluster2","n"
50112,50111,1,29,4,0.990214,"2247",7,0,2,2,"2","cluster2","y"
50113,50112,0.00873,69,0,0.148335,"5345",12,0,2,0,"0","cluster2","n"
50114,50113,0.733173,59,0,0.365606,"6000",12,0,0,0,"1","cluster2","n"
50115,50114,0.669604,51,2,0.307791,"3105",15,1,0,0,"1","cluster2","n"
50116,50115,0.077851,62,0,0.270524,"14068",14,0,4,0,"2","cluster2","n"
50117,50116,0.056652,55,0,0.111421,"11128",8,0,0,0,"1","cluster2","n"
50120,50119,0.007578,42,1,0.36678,"5580",8,0,3,1,"2","cluster2","y"
50121,50120,0.861569,40,0,0.200879,"5002",8,0,0,0,"1","cluster2","y"
50122,50121,0,62,0,0.16506,"14521",7,0,2,0,"0","cluster2","n"
50123,50122,0.152556,61,0,0.292569,"3000",5,0,0,0,"0","cluster2","n"
50124,50123,0.027718,78,0,0.30258,"4302",7,0,1,0,"0","cluster2","n"
50125,50124,0.050234,55,0,0.150571,"8500",6,0,1,0,"2","cluster2","n"
50126,50125,0.035041,68,0,40,"?",4,0,0,0,"?","cluster2","n"
50127,50126,0.267456,69,0,0.218956,"8028",7,0,2,0,"0","cluster2","n"
50128,50127,1.037836,34,1,0.666667,"3200",12,0,1,0,"0","cluster2","y"
50129,50128,0.259181,49,0,0.254765,"7135",11,0,2,0,"1","cluster2","n"
50130,50129,0.21478,58,0,0.045296,"5739",4,0,0,0,"0","cluster2","n"
50131,50130,0.224634,54,0,8026,"?",10,0,2,0,"1","cluster2","n"
50132,50131,0.237761,42,0,0.374505,"8832",9,0,2,0,"2","cluster2","n"
50133,50132,0.054795,32,1,0.254799,"6667",6,0,2,0,"1","cluster2","n"
50135,50134,0.838446,39,0,0.101228,"10500",2,0,0,0,"4","cluster2","n"
50136,50135,0.152619,77,0,1680,"?",4,0,2,0,"0","cluster2","n"
50137,50136,0.219629,60,0,8143,"?",16,0,1,0,"0","cluster2","n"
50138,50137,0.468016,52,0,1.342702,"4233",19,0,2,0,"2","cluster2","n"
50139,50138,1,45,0,0,"2000",0,3,0,0,"0","cluster2","y"
50140,50139,0.962875,40,0,0.503227,"9450",12,0,2,0,"5","cluster2","n"
50141,50140,0.088299,65,0,0.063026,"16167",4,0,0,0,"1","cluster2","n"
50142,50141,0.470394,73,0,0.369978,"8013",9,0,1,0,"1","cluster2","n"
50143,50142,0.282485,49,0,0.416867,"7908",16,0,2,0,"0","cluster2","n"
50144,50143,0.005392,71,0,0.006108,"1800",5,0,0,0,"0","cluster2","n"
50145,50144,0.043883,39,1,0.01133,"3000",7,0,0,0,"2","cluster2","n"
50146,50145,0.010139,30,0,0.002799,"2500",4,0,0,0,"0","cluster2","n"
50147,50146,0.450988,62,0,0.512114,"8378",10,0,2,0,"0","cluster2","n"
50148,50147,0.357381,32,0,0.118376,"5000",7,0,0,0,"0","cluster2","n"
50149,50148,0.105052,46,0,0.461409,"8317",14,0,1,0,"4","cluster2","n"
50150,50149,0.071001,67,0,0.194485,"4061",7,0,0,0,"1","cluster2","n"
50151,50150,0.957177,46,0,0.373972,"9850",10,0,2,0,"0","cluster2","n"
50152,50151,0.055033,66,0,0.152881,"11400",9,0,1,0,"4","cluster2","n"
50153,50152,0.109082,48,0,0.204517,"6331",7,0,1,0,"2","cluster2","n"
50154,50153,0.602655,30,1,0.094453,"2000",5,0,0,1,"0","cluster2","n"
50155,50154,0,56,0,0,"2217",3,0,0,0,"0","cluster2","n"
50156,50155,0,36,0,0.426862,"6350",9,0,3,0,"0","cluster2","n"
50157,50156,0.269327,55,0,0.486026,"4400",16,0,1,0,"0","cluster2","n"
50158,50157,0.014229,44,0,0.083289,"5702",7,0,0,0,"2","cluster2","n"
50159,50158,1,48,0,0,"?",1,1,0,0,"0","cluster2","n"
50160,50159,0.019972,58,0,328,"?",7,0,0,0,"0","cluster2","n"
50161,50160,0.030898,53,0,0.27449,"6083",7,0,1,0,"1","cluster2","n"
50162,50161,0.002102,73,0,0.002561,"5855",5,0,0,0,"0","cluster2","n"
50163,50162,0.999,69,1,0.492335,"4500",10,3,1,0,"0","cluster2","y"
50164,50163,0.263467,79,0,0.379946,"3360",16,0,1,0,"0","cluster2","n"
50165,50164,0.002478,40,0,0.420395,"4000",12,0,1,0,"3","cluster2","n"
50166,50165,0.015166,67,0,0.033319,"72000",10,0,1,0,"1","cluster2","n"
50167,50166,0.102612,63,0,0.447823,"6084",11,0,2,0,"2","cluster2","n"
50168,50167,0.007873,74,0,0.002,"4500",6,0,0,0,"0","cluster2","n"
50169,50168,0.0021,43,0,0.746876,"6000",19,0,2,0,"0","cluster2","y"
50170,50169,0.066073,66,0,0.499546,"3300",6,0,1,0,"0","cluster2","n"
50171,50170,0.934037,48,1,0.496101,"3333",12,0,1,0,"0","cluster2","y"
50172,50171,0.548351,52,0,0.327106,"18733",24,0,2,1,"0","cluster2","n"
50173,50172,0.279811,70,0,0.150916,"4200",4,0,0,0,"0","cluster2","n"
50174,50173,0.125944,51,0,0.146592,"11282",5,0,1,0,"1","cluster2","n"
50175,50174,0.012473,58,0,0.350014,"3476",26,0,1,0,"0","cluster2","y"
50176,50175,0.762879,46,0,0.617267,"4250",10,0,1,0,"0","cluster2","n"
50177,50176,0.026294,75,0,0.181955,"4000",7,0,1,0,"0","cluster2","n"
50178,50177,0.018478,82,0,0.0043,"10000",3,0,0,0,"0","cluster2","n"
50179,50178,1,52,4,0.300971,"2780",2,1,0,0,"0","cluster2","n"
50180,50179,0.816875,46,0,0.276908,"3000",5,0,0,0,"2","cluster2","n"
50181,50180,0.354588,42,0,1.087826,"2800",18,0,1,0,"1","cluster2","n"
50182,50181,0.678211,54,0,0.223729,"13350",3,0,1,0,"2","cluster2","n"
50183,50182,0.078384,44,0,1664,"0",9,0,1,0,"2","cluster2","n"
50184,50183,0,55,0,0.113275,"10063",8,0,1,0,"0","cluster2","n"
50185,50184,0.532353,59,0,0.44547,"5308",9,0,2,0,"0","cluster2","n"
50186,50185,1,67,0,865,"?",2,0,1,0,"?","cluster2","n"
50187,50186,0,70,0,0.257741,"7588",5,0,1,0,"0","cluster2","n"
50188,50187,0.961921,74,0,1785,"?",9,0,0,0,"?","cluster2","n"
50189,50188,0.052907,38,0,0.410798,"6204",12,0,1,0,"3","cluster2","n"
50190,50189,0.603505,33,0,0.316021,"7258",5,0,2,0,"2","cluster2","n"
50191,50190,0.132077,38,0,3738,"?",10,0,2,0,"0","cluster2","n"
50192,50191,0.04922,44,2,0.337238,"7000",19,0,2,0,"2","cluster2","n"
50193,50192,0.009789,89,0,0.002866,"2790",6,0,0,0,"0","cluster2","n"
50194,50193,0.161112,68,0,0.464124,"3539",11,0,1,0,"0","cluster2","n"
50195,50194,0.001,82,0,0,"4000",1,0,0,0,"0","cluster2","n"
50196,50195,0.021583,58,0,0.027045,"6100",11,0,0,0,"0","cluster2","n"
50197,50196,0.198249,51,0,0.137324,"9371",10,0,0,0,"4","cluster2","n"
50198,50197,0.231459,41,0,0.316669,"8500",4,0,1,0,"1","cluster2","n"
50199,50198,798,62,0,1100,"?",4,0,1,0,"0","cluster2","n"
50200,50199,0.70033,64,0,0.22758,"4147",3,0,1,0,"1","cluster2","n"
50201,50200,0,47,0,0.225981,"9075",5,0,1,0,"2","cluster2","n"
50202,50201,0.000778,53,0,2692,"?",8,0,2,0,"3","cluster2","n"
50203,50202,0.024932,62,0,0.237636,"3942",9,0,1,0,"0","cluster2","n"
50204,50203,0.54806,33,0,0.419133,"6250",7,0,2,0,"1","cluster2","n"
50205,50204,0.007909,41,0,0.521779,"5463",6,0,2,0,"0","cluster2","n"
50206,50205,0.460472,54,0,0.433391,"9750",10,0,2,0,"4","cluster2","n"
50207,50206,0,67,0,0,"?",4,0,0,0,"0","cluster2","n"
50208,50207,0.257237,43,0,0.087353,"2300",5,0,0,0,"0","cluster2","n"
50209,50208,0.035588,76,0,765,"?",6,0,1,0,"0","cluster2","n"
50210,50209,0.659835,31,0,0.030438,"4500",4,0,0,0,"0","cluster2","n"
50211,50210,0.040533,69,0,0.397148,"6100",7,0,1,0,"0","cluster2","n"
50212,50211,1.440559,57,0,53,"?",3,0,0,0,"0","cluster2","n"
50213,50212,0.288095,27,0,0.414585,"1000",5,0,0,0,"0","cluster2","n"
50214,50213,0,51,0,2.7514,"2320",12,0,4,0,"1","cluster2","n"
50215,50214,0.118653,73,1,0.028551,"1400",1,0,0,0,"0","cluster2","n"
50216,50215,0.027299,49,0,0.002222,"7200",2,0,0,0,"0","cluster2","n"
50217,50216,0.340559,63,0,28.171455,"15000",14,0,4,0,"1","cluster2","n"
50218,50217,0.034102,47,0,1177,"?",7,0,1,0,"1","cluster2","n"
50219,50218,0.029477,73,0,0.264173,"4250",6,0,0,0,"1","cluster2","n"
50220,50219,0.766243,56,0,0.636672,"35416",25,0,5,0,"4","cluster2","n"
50221,50220,0.039866,57,3,0.070738,"27000",15,0,0,0,"0","cluster2","y"
50222,50221,0,29,0,433,"?",3,0,0,0,"0","cluster2","n"
50223,50222,0.365895,69,0,1088,"0",6,0,1,0,"0","cluster2","n"
50224,50223,0.031917,71,0,0.013997,"5000",7,0,0,0,"1","cluster2","n"
50225,50224,0.384932,59,1,1.329797,"1130",8,0,1,0,"0","cluster2","n"
50226,50225,0.200547,42,0,0.946611,"3333",8,0,1,0,"0","cluster2","n"
50227,50226,0.894615,37,0,0.153542,"7834",6,0,0,2,"3","cluster2","n"
50228,50227,0.45517,36,0,0.395201,"2666",10,0,2,0,"0","cluster2","n"
50229,50228,0.241742,49,0,0.296736,"8333",5,0,2,0,"2","cluster2","n"
50230,50229,0.452887,45,3,0.494915,"8750",10,0,2,0,"0","cluster2","n"
50231,50230,0.264937,63,0,0.073827,"3900",3,0,0,0,"0","cluster2","n"
50232,50231,0.083455,32,0,0.284572,"3000",7,0,0,0,"0","cluster2","n"
50233,50232,0.191578,63,0,0.169731,"5166",6,0,1,0,"2","cluster2","n"
50234,50233,0.009016,44,1,0.252467,"8511",10,0,2,0,"0","cluster2","n"
50235,50234,0.436497,58,0,0.418256,"10746",11,0,3,0,"0","cluster2","n"
50236,50235,0.00159,70,0,454,"?",8,0,0,0,"0","cluster2","n"
50237,50236,0.04001,64,0,0.622407,"8916",10,0,2,0,"0","cluster2","n"
50238,50237,0.01438,45,1,0.432196,"8000",11,0,1,0,"0","cluster2","n"
50239,50238,0.847773,41,1,0.132258,"7250",10,0,0,1,"2","cluster2","n"
50240,50239,0.464306,66,0,5217,"?",34,0,5,0,"0","cluster2","n"
50241,50240,0.019692,61,0,0.0822,"9999",6,0,1,0,"2","cluster2","n"
50242,50241,0.614466,61,0,0.397445,"2973",7,0,0,0,"2","cluster2","n"
50243,50242,1,36,0,0.136017,"3800",2,0,0,0,"2","cluster2","n"
50244,50243,0.094039,79,1,0.023882,"3600",5,0,0,0,"0","cluster2","n"
50245,50244,0.091903,43,1,0.325928,"12333",13,0,2,0,"0","cluster2","n"
50246,50245,0.400357,52,0,0.072474,"2800",4,0,0,0,"0","cluster2","n"
50247,50246,0.005037,61,0,0.121611,"5311",11,0,1,0,"0","cluster2","n"
50248,50247,1,83,0,0,"?",2,0,0,0,"?","cluster2","n"
50249,50248,1,36,0,0.228033,"2389",2,0,0,1,"2","cluster2","n"
50250,50249,0.985203,43,4,0.781574,"3950",12,0,1,0,"1","cluster2","y"
50251,50250,0.024278,33,1,0.487672,"7137",9,0,2,0,"0","cluster2","n"
50252,50251,0.007864,73,0,1463,"?",8,0,1,0,"?","cluster2","n"
50253,50252,0.02182,55,1,0.529162,"6600",12,1,1,0,"0","cluster2","n"
50254,50253,0.135675,49,0,0.639205,"3167",5,0,2,0,"0","cluster2","n"
50255,50254,0.986473,35,0,0.423319,"6500",9,0,1,0,"2","cluster2","n"
50256,50255,0.031339,50,1,0.355433,"4720",7,1,1,0,"3","cluster2","y"
50257,50256,1.098951,36,0,0.216481,"8166",3,0,1,0,"1","cluster2","n"
50258,50257,0.02182,62,0,991,"?",4,0,1,0,"?","cluster2","n"
50259,50258,0.149064,31,0,0.342329,"2000",6,0,0,0,"4","cluster2","n"
50260,50259,1,35,0,0.374525,"5000",6,0,2,0,"2","cluster2","n"
50261,50260,0.04577,58,1,0.288627,"9416",13,0,1,0,"2","cluster2","n"
50262,50261,0.101505,56,2,0.582783,"6667",13,1,2,0,"0","cluster2","n"
50263,50262,0,42,0,0.382161,"7365",10,0,1,0,"2","cluster2","n"
50264,50263,0.007867,71,0,0.002474,"8083",9,0,0,0,"0","cluster2","n"
50265,50264,0.087258,46,0,0.272192,"9000",4,0,1,0,"0","cluster2","n"
50266,50265,0.323562,64,0,0.225372,"13581",6,0,2,0,"0","cluster2","n"
50267,50266,0.081595,46,0,0.030845,"4473",7,0,0,0,"0","cluster2","n"
50268,50267,0.989536,35,0,0.487825,"3572",4,0,0,0,"0","cluster2","n"
50269,50268,0.27984,41,0,1.037985,"2500",12,0,2,0,"2","cluster2","n"
50270,50269,0.3808,77,0,0.934012,"5500",15,0,1,0,"0","cluster2","n"
50271,50270,1,79,0,0,"4000",1,0,0,0,"0","cluster2","n"
50272,50271,0.233288,47,0,0.380064,"1875",7,0,0,0,"2","cluster2","n"
50273,50272,0.011363,74,0,1367,"0",11,0,1,0,"0","cluster2","n"
50274,50273,0.96828,57,0,0.479815,"1733",4,0,0,0,"2","cluster2","n"
50275,50274,0.0315,49,0,0.105996,"24000",14,0,1,0,"0","cluster2","n"
50276,50275,0.09144,47,0,0.529063,"6416",8,0,2,0,"2","cluster2","n"
50277,50276,0.026502,59,0,0.095589,"17250",10,0,1,0,"1","cluster2","n"
50278,50277,0.386798,55,0,0.348329,"12114",12,0,1,0,"1","cluster2","y"
50279,50278,0.11179,78,0,56,"?",6,0,0,0,"0","cluster2","n"
50280,50279,0.667731,38,0,0.425135,"5736",7,0,1,0,"3","cluster2","n"
50281,50280,0.019368,75,0,0.00821,"9500",8,0,0,0,"0","cluster2","n"
50282,50281,0.010153,61,0,0.227182,"5488",6,0,1,0,"0","cluster2","n"
50283,50282,0.471726,47,0,3520,"?",9,0,2,0,"2","cluster2","n"
50284,50283,0.038608,68,0,1.694971,"6700",20,0,1,0,"0","cluster2","n"
50285,50284,0.004041,83,0,3,"?",6,0,0,0,"0","cluster2","n"
50286,50285,0.320795,54,0,0.153201,"13230",8,0,1,0,"2","cluster2","n"
50287,50286,0.200771,41,0,0.398428,"10937",5,0,1,0,"2","cluster2","n"
50288,50287,0.013472,38,0,23,"?",9,0,0,0,"0","cluster2","n"
50289,50288,0.079699,52,0,0.186977,"8000",12,0,0,0,"0","cluster2","n"
50290,50289,0.389984,43,0,0.702003,"1197",7,0,0,0,"0","cluster2","n"
50291,50290,0.26828,26,0,0.590705,"2000",6,0,2,0,"0","cluster2","y"
50292,50291,0.339653,34,0,0.039571,"15010",4,0,0,0,"3","cluster2","n"
50293,50292,0,59,0,3369,"?",10,0,2,0,"0","cluster2","n"
50294,50293,0.009565,57,0,0.197268,"3000",3,0,1,0,"0","cluster2","n"
50295,50294,0.080214,33,0,1798,"?",15,0,2,0,"0","cluster2","n"
50296,50295,0.095184,58,0,0.467514,"4878",17,0,0,0,"0","cluster2","n"
50297,50296,0.023091,40,0,203,"?",8,0,0,0,"0","cluster2","n"
50298,50297,0.386665,52,0,0.308152,"10708",11,0,1,0,"1","cluster2","n"
50299,50298,0.411077,44,0,0.416522,"8085",18,0,1,0,"1","cluster2","n"
50300,50299,0,63,0,1978,"?",9,0,1,0,"0","cluster2","n"
50301,50300,0.864271,37,0,0.04242,"3040",2,0,0,1,"0","cluster2","n"
50302,50301,0.767058,46,1,0.396067,"4983",4,0,2,0,"2","cluster2","n"
50303,50302,0.000444,65,0,0.007096,"6200",6,0,0,0,"0","cluster2","n"
