"srch_id","date_time","site_id","visitor_location_country_id","visitor_hist_starrating","visitor_hist_adr_usd","prop_country_id","prop_id","prop_starrating","prop_review_score","prop_brand_bool","prop_location_score1","prop_location_score2","prop_log_historical_price","position","price_usd","promotion_flag","srch_destination_id","srch_length_of_stay","srch_booking_window","srch_adults_count","srch_children_count","srch_room_count","srch_saturday_night_bool","srch_query_affinity_score","orig_destination_distance","random_bool","click_bool","gross_bookings_usd","booking_bool"
314734,"2013-06-01 00:06:19",14,100,"NULL","NULL",129,67912,4,"4.5",1,5.26,"0.0722",5.14,27,133.01,0,19968,2,1,2,0,1,0,"NULL","4961.48",0,0,"NULL",0
314734,"2013-06-01 00:06:19",14,100,"NULL","NULL",129,73002,4,"5.0",1,4.81,"0.0466",5.24,16,186.99,1,19968,2,1,2,0,1,0,"NULL","4961.7",0,0,"NULL",0
314734,"2013-06-01 00:06:19",14,100,"NULL","NULL",129,81398,4,"4.5",1,4.78,"0.0109",5.09,26,135.9,0,19968,2,1,2,0,1,0,"NULL","4960.85",0,0,"NULL",0
314734,"2013-06-01 00:06:19",14,100,"NULL","NULL",129,85273,5,"4.5",0,4.71,"0.0327",5.07,12,122.41,0,19968,2,1,2,0,1,0,"NULL","4961.8",0,0,"NULL",0
314734,"2013-06-01 00:06:19",14,100,"NULL","NULL",129,86265,5,"5.0",1,4.75,"0.0466",5.82,20,333.49,1,19968,2,1,2,0,1,0,"NULL","4961.87",0,0,"NULL",0
314734,"2013-06-01 00:06:19",14,100,"NULL","NULL",129,87862,4,"4.0",1,4.91,"0.0349",4.94,33,89.64,1,19968,2,1,2,0,1,0,"NULL","4961.82",0,0,"NULL",0
314734,"2013-06-01 00:06:19",14,100,"NULL","NULL",129,89169,4,"4.5",1,4.16,"0.0131",5.2,21,110.84,0,19968,2,1,2,0,1,0,"NULL","4960.8",0,0,"NULL",0
314734,"2013-06-01 00:06:19",14,100,"NULL","NULL",129,99674,5,"4.5",1,4.74,"0.0461",5.46,14,160,1,19968,2,1,2,0,1,0,"NULL","4961.81",0,0,"NULL",0
314734,"2013-06-01 00:06:19",14,100,"NULL","NULL",129,104348,5,"4.5",1,5.25,"0.0684",5.36,3,165.78,1,19968,2,1,2,0,1,0,"NULL","4961.46",0,1,"NULL",0
314734,"2013-06-01 00:06:19",14,100,"NULL","NULL",129,108874,4,"0.0",1,4.2,"7.0E-4",4.47,28,138.8,0,19968,2,1,2,0,1,0,"NULL","4960.35",0,0,"NULL",0
314734,"2013-06-01 00:06:19",14,100,"NULL","NULL",129,109870,5,"4.5",1,4.66,"0.0424",5.22,29,160.96,0,19968,2,1,2,0,1,0,"NULL","4962.14",0,0,"NULL",0
314734,"2013-06-01 00:06:19",14,100,"NULL","NULL",129,121314,5,"4.0",1,5.34,"0.0709",5.38,10,203.37,1,19968,2,1,2,0,1,0,"NULL","4961.35",0,0,"NULL",0
314734,"2013-06-01 00:06:19",14,100,"NULL","NULL",129,122016,5,"4.5",1,4.44,"0.0071",5.25,18,134.94,0,19968,2,1,2,0,1,0,"NULL","4961.81",0,0,"NULL",0
314734,"2013-06-01 00:06:19",14,100,"NULL","NULL",129,128908,4,"3.5",1,2.08,"0.0070",4.34,24,54.94,1,19968,2,1,2,0,1,0,"NULL","4962.5",0,0,"NULL",0
314734,"2013-06-01 00:06:19",14,100,"NULL","NULL",129,135806,0,"4.0",1,5.34,"0.0504",4.7,8,104.1,0,19968,2,1,2,0,1,0,"NULL","4961.46",0,0,"NULL",0
31657,"2013-06-01 00:12:33",5,219,"NULL","NULL",219,913,4,"4.0",0,3.5,"0.1537",5.08,7,154,0,4335,2,0,2,0,1,1,"NULL","78.72",0,0,"NULL",0
31657,"2013-06-01 00:12:33",5,219,"NULL","NULL",219,11393,2,"3.5",0,3,"0.0657",4.74,27,77,0,4335,2,0,2,0,1,1,"NULL","78.65",0,0,"NULL",0
31657,"2013-06-01 00:12:33",5,219,"NULL","NULL",219,12058,3,"3.5",1,3.22,"0.0192",4.87,16,62,0,4335,2,0,2,0,1,1,"NULL","79.43",0,0,"NULL",0
31657,"2013-06-01 00:12:33",5,219,"NULL","NULL",219,14952,2,"3.5",1,2.2,"0.0029",4.81,33,69,0,4335,2,0,2,0,1,1,"NULL","83.99",0,0,"NULL",0
31657,"2013-06-01 00:12:33",5,219,"NULL","NULL",219,25169,2,"3.0",1,1.1,"0.0040",4.61,34,57,0,4335,2,0,2,0,1,1,"NULL","82.27",0,0,"NULL",0
31657,"2013-06-01 00:12:33",5,219,"NULL","NULL",219,25670,4,"4.0",1,1.39,"0.0108",6.08,35,294,0,4335,2,0,2,0,1,1,"NULL","81.26",0,0,"NULL",0
31657,"2013-06-01 00:12:33",5,219,"NULL","NULL",219,30016,4,"3.5",1,2.77,"0.0327",5.13,20,183,1,4335,2,0,2,0,1,1,"NULL","79.82",0,0,"NULL",0
31657,"2013-06-01 00:12:33",5,219,"NULL","NULL",219,31761,4,"4.0",0,3.22,"0.0551",5.42,13,212,1,4335,2,0,2,0,1,1,"NULL","79.05",0,0,"NULL",0
31657,"2013-06-01 00:12:33",5,219,"NULL","NULL",219,34254,2,"3.5",1,3.5,"0.0987",4.84,19,82,0,4335,2,0,2,0,1,1,"NULL","78.72",0,0,"NULL",0
31657,"2013-06-01 00:12:33",5,219,"NULL","NULL",219,36022,3,"3.5",0,3.47,"0.1131",4.91,6,97,1,4335,2,0,2,0,1,1,"NULL","78.59",0,0,"NULL",0
31657,"2013-06-01 00:12:33",5,219,"NULL","NULL",219,38086,2,"2.5",1,3.22,"0.0508",4.74,36,44,0,4335,2,0,2,0,1,1,"NULL","78.72",0,0,"NULL",0
31657,"2013-06-01 00:12:33",5,219,"NULL","NULL",219,41014,4,"3.5",1,3.14,"0.0797",5.58,2,129,1,4335,2,0,2,0,1,1,"NULL","78.78",0,0,"NULL",0
31657,"2013-06-01 00:12:33",5,219,"NULL","NULL",219,53575,4,"4.0",1,3.47,"0.1253",5.41,21,185,0,4335,2,0,2,0,1,1,"NULL","78.83",0,0,"NULL",0
31657,"2013-06-01 00:12:33",5,219,"NULL","NULL",219,57023,4,"4.5",1,3.37,"0.0598",5.53,9,188,1,4335,2,0,2,0,1,1,"NULL","78.59",0,0,"NULL",0
31657,"2013-06-01 00:12:33",5,219,"NULL","NULL",219,58358,3,"4.5",1,2.94,"0.0074",5.33,31,144,0,4335,2,0,2,0,1,1,"NULL","79.52",0,0,"NULL",0
31657,"2013-06-01 00:12:33",5,219,"NULL","NULL",219,72472,4,"4.0",1,1.1,"0.0449",5.71,26,179,1,4335,2,0,2,0,1,1,"NULL","86.77",0,1,"462.79",1
31657,"2013-06-01 00:12:33",5,219,"NULL","NULL",219,73907,2,"4.0",1,3.5,"0.1351",5.01,1,79,1,4335,2,0,2,0,1,1,"NULL","78.83",0,0,"NULL",0
31657,"2013-06-01 00:12:33",5,219,"NULL","NULL",219,79192,2,"2.0",0,3.43,"0.0166",4.74,18,55,1,4335,2,0,2,0,1,1,"NULL","78.72",0,0,"NULL",0
31657,"2013-06-01 00:12:33",5,219,"NULL","NULL",219,84364,2,"3.5",1,3.18,"0.0766",4.89,29,87,0,4335,2,0,2,0,1,1,"NULL","78.72",0,0,"NULL",0
31657,"2013-06-01 00:12:33",5,219,"NULL","NULL",219,87251,3,"5.0",0,3.18,"0.0653",4.87,28,177,0,4335,2,0,2,0,1,1,"NULL","78.83",0,0,"NULL",0
31657,"2013-06-01 00:12:33",5,219,"NULL","NULL",219,91647,3,"4.0",1,2.83,"0.0070",4.87,22,80,0,4335,2,0,2,0,1,1,"NULL","79.56",0,0,"NULL",0
31657,"2013-06-01 00:12:33",5,219,"NULL","NULL",219,92469,4,"4.0",1,1.39,"0.0599",5.46,32,136,1,4335,2,0,2,0,1,1,"NULL","91.34",0,0,"NULL",0
31657,"2013-06-01 00:12:33",5,219,"NULL","NULL",219,98055,3,"4.0",1,2.2,"0.0375",4.78,38,99,1,4335,2,0,2,0,1,1,"NULL","89.51",0,0,"NULL",0
31657,"2013-06-01 00:12:33",5,219,"NULL","NULL",219,98509,3,"4.0",0,3.09,"0.0818",4.76,12,79,0,4335,2,0,2,0,1,1,"NULL","78.68",0,0,"NULL",0
31657,"2013-06-01 00:12:33",5,219,"NULL","NULL",219,108924,4,"4.5",1,3.4,"0.0725",5.28,10,129,0,4335,2,0,2,0,1,1,"NULL","78.65",0,0,"NULL",0
31657,"2013-06-01 00:12:33",5,219,"NULL","NULL",219,110795,3,"4.0",0,1.79,"0.0033",4.87,30,99,0,4335,2,0,2,0,1,1,"NULL","82.19",0,0,"NULL",0
31657,"2013-06-01 00:12:33",5,219,"NULL","NULL",219,116296,2,"4.0",1,3,"0.0672",4.64,24,54,0,4335,2,0,2,0,1,1,"NULL","78.65",0,0,"NULL",0
31657,"2013-06-01 00:12:33",5,219,"NULL","NULL",219,117125,3,"4.0",0,3.22,"0.0842",4.66,14,65,0,4335,2,0,2,0,1,1,"NULL","78.89",0,0,"NULL",0
31657,"2013-06-01 00:12:33",5,219,"NULL","NULL",219,118727,4,"3.5",1,1.39,"0.035",5.14,15,118,1,4335,2,0,2,0,1,1,"NULL","82.75",0,0,"NULL",0
31657,"2013-06-01 00:12:33",5,219,"NULL","NULL",219,119888,3,"4.5",0,3.58,"0.0484",4.97,3,76,1,4335,2,0,2,0,1,1,"NULL","78.73",0,0,"NULL",0
31657,"2013-06-01 00:12:33",5,219,"NULL","NULL",219,122134,3,"3.5",1,3.18,"0.0877",4.77,4,66,0,4335,2,0,2,0,1,1,"NULL","78.83",0,0,"NULL",0
31657,"2013-06-01 00:12:33",5,219,"NULL","NULL",219,125433,4,"4.0",1,1.1,"0.0064",5.69,37,159,0,4335,2,0,2,0,1,1,"NULL","87.91",0,0,"NULL",0
31657,"2013-06-01 00:12:33",5,219,"NULL","NULL",219,126804,2,"4.0",1,3.14,"0.0775",4.46,8,60,0,4335,2,0,2,0,1,1,"NULL","78.72",0,0,"NULL",0
31657,"2013-06-01 00:12:33",5,219,"NULL","NULL",219,139292,2,"4.0",0,3.14,"0.0801",4.56,25,72,0,4335,2,0,2,0,1,1,"NULL","78.74",0,0,"NULL",0
340360,"2013-06-01 00:17:28",32,220,"NULL","NULL",31,2299,2,"4.5",0,1.79,"NULL",4.81,12,130.17,0,17238,1,30,2,0,1,0,"NULL","10292.97",0,0,"NULL",0
340360,"2013-06-01 00:17:28",32,220,"NULL","NULL",31,17715,3,"0.0",0,2.2,"NULL",5.36,21,129.21,0,17238,1,30,2,0,1,0,"NULL","10293.36",0,0,"NULL",0
340360,"2013-06-01 00:17:28",32,220,"NULL","NULL",31,23490,0,"0.0",0,2.77,"NULL",6.21,18,251.72,0,17238,1,30,2,0,1,0,"NULL","10292.39",0,0,"NULL",0
340360,"2013-06-01 00:17:28",32,220,"NULL","NULL",31,25580,4,"4.0",0,2.4,"NULL",5.57,4,167.5,0,17238,1,30,2,0,1,0,"-18.5013","10293.61",0,0,"NULL",0
